Name,Jersey Number,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Club_encoded,Position_encoded
Lars Dendoncker,53.0,Belgium,19.0,0.15000115929483956,0,0,0.06814937525333523,0.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,2,3
Peter Gwargis,55.0,Sweden,20.0,0.15000115929483956,0,0,0.06814937525333523,0.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,2,3
Leandro Trossard,11.0,Belgium,25.0,0.05947955390334572,7,14,0.027932960893854747,0.18,0.0,3.0,3.0,0.0,0.0,45.0,14.0,31%,3.0,8.0,,,23.0,,,8.0,11.0,6.0,2.0,,,,,,,,,,0.03614457831325302,0.04299815961184541,23.39,7.0,83.0,,,,,,,,,,,,0,0,17,4.0,2,1
Neal Maupay,9.0,France,24.0,0.07063197026022304,10,16,0.061452513966480445,0.31,3.0,3.0,6.0,2.0,0.0,101.0,41.0,41%,1.0,11.0,,,21.0,,,31.0,5.0,9.0,3.0,,,,,,,,,,0.03614457831325302,0.039540460654732025,18.21,3.0,13.0,,,,,,,,,,,,3,0,38,15.0,2,1
Alireza Jahanbakhsh,16.0,Iran,27.0,0.055762081784386616,8,16,0.00558659217877095,0.06,0.0,2.0,0.0,0.0,0.0,34.0,8.0,24%,2.0,0.0,,,41.0,,,10.0,14.0,3.0,0.0,,,,,,,,,,0.09747423428654378,0.022307735207183092,12.94,2.0,48.0,,,,,,,,,,,,2,0,21,7.0,2,1
José Izquierdo,19.0,Colombia,28.0,0.08550185873605946,13,19,0.0223463687150838,0.11,0.0,5.0,0.0,0.0,0.0,67.0,19.0,28%,0.0,3.0,,,38.0,,,19.0,21.0,32.0,11.0,,,,,,,,,,0.03614457831325302,0.04054430873905527,15.49,4.0,29.0,,,,,,,,,,,,3,0,26,18.0,2,1
Aaron Connolly,7.0,Ireland,20.0,0.046468401486988845,8,12,0.01675977653631285,0.15,0.0,4.0,0.0,0.0,0.0,43.0,16.0,37%,0.0,5.0,,,8.0,,,14.0,0.0,3.0,2.0,,,,,,,,,,0.0,0.008923094082873236,6.19,1.0,9.0,,,,,,,,,,,,0,0,17,16.0,2,1
Florin Andone,21.0,Romania,27.0,0.046468401486988845,5,14,0.01675977653631285,0.15,2.0,2.0,0.0,0.0,0.0,20.0,9.0,45%,0.0,3.0,,,11.0,,,6.0,3.0,13.0,6.0,,,,,,,,,,0.09747423428654378,0.00981540349116056,6.81,0.0,5.0,,,,,,,,,,,,5,1,30,4.0,2,1
Viktor Gyökeres,42.0,Sweden,22.0,0.15000115929483956,0,0,0.06814937525333523,0.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,2,1
Nick Pope,1.0,England,28.0,0.13568773234200743,28,26,0.06814937525333523,,,,,,,119.5245283018868,,,,,26.0,89.0,,,,,,,,,,,,,,,0.0,2.0,0.09747423428654378,0.11839830461212425,28.7,,,,,647.0,237.0,2.0,29.0,100.0,18.0,45.0,300.0,605.0,4,0,1,,3,2
Bailey Peacock-Farrell,15.0,Northern Ireland,23.0,0.15000115929483956,0,0,0.06814937525333523,,,,,,,119.5245283018868,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,3,2
Will Norris,25.0,England,27.0,0.0,1,0,0.06814937525333523,,,,,,,119.5245283018868,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.09747423428654378,0.1531752504972766,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,3,2
Matthew Lowton,2.0,England,31.0,0.3178438661710037,49,83,0.00558659217877095,,0.0,1.0,1.0,,,119.5245283018868,,,0.0,,36.0,266.0,415.0,66%,1.0,6.0,317.0,697.0,296.0,6.0,732.0,796.0,601.0,95.0,198.0,147.0,0.0,2.0,0.13253012048192772,0.3046121242540851,31.76,18.0,428.0,19%,19.0,466.0,,,,,,,,,35,0,144,1.0,3,0
Charlie Taylor,3.0,England,27.0,0.13568773234200743,23,33,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,19.0,98.0,111.0,50%,2.0,1.0,86.0,186.0,105.0,2.0,377.0,411.0,285.0,68.0,144.0,104.0,0.0,1.0,0.012048192771084338,0.12536947186436898,30.39,3.0,238.0,21%,0.0,134.0,,,,,,,,,8,0,39,3.0,3,0
James Tarkowski,5.0,England,27.0,0.22676579925650556,48,50,0.0223463687150838,,1.0,1.0,2.0,,,119.5245283018868,,,1.0,,34.0,154.0,202.0,59%,1.0,13.0,166.0,691.0,412.0,3.0,472.0,861.0,442.0,34.0,540.0,233.0,0.0,1.0,0.02409638554216868,0.21404271931292176,31.21,7.0,15.0,20%,0.0,355.0,,,,,,,,,24,0,119,12.0,3,0
Ben Mee,6.0,England,31.0,0.3066914498141264,49,77,0.01675977653631285,,3.0,1.0,0.0,,,119.5245283018868,,,4.0,,47.0,233.0,240.0,60%,5.0,13.0,260.0,1082.0,652.0,9.0,911.0,986.0,624.0,35.0,609.0,399.0,4.0,5.0,0.03614457831325302,0.3394679605153087,36.67,7.0,70.0,16%,1.0,634.0,,,,,,,,,36,0,118,6.0,3,0
Erik Pieters,23.0,Netherlands,32.0,0.3587360594795539,61,79,0.0,,0.0,0.0,1.0,,,119.5245283018868,,,0.0,,44.0,259.0,538.0,73%,2.0,11.0,354.0,620.0,312.0,2.0,899.0,1142.0,892.0,63.0,324.0,230.0,1.0,4.0,0.12048192771084339,0.38363727622553123,35.46,17.0,455.0,18%,5.0,308.0,,,,,,,,,34,0,300,5.0,3,0
Phil Bardsley,26.0,Scotland,35.0,0.5557620817843867,100,130,0.0335195530726257,,0.0,6.0,1.0,,,119.5245283018868,,,2.0,,67.0,362.0,728.0,78%,8.0,56.0,423.0,1081.0,382.0,10.0,1154.0,1395.0,990.0,104.0,302.0,284.0,4.0,3.0,0.04819277108433735,0.5156432993140371,30.82,17.0,660.0,20%,19.0,584.0,,,,,,,,,78,2,327,5.0,3,0
Kevin Long,28.0,Ireland,30.0,0.06319702602230483,8,14,0.0,,1.0,0.0,0.0,,,119.5245283018868,,,1.0,,7.0,46.0,63.0,68%,0.0,6.0,34.0,214.0,119.0,0.0,130.0,236.0,160.0,3.0,139.0,105.0,1.0,1.0,0.02409638554216868,0.05783280352462216,29.66,4.0,2.0,2%,0.0,104.0,,,,,,,,,1,0,28,1.0,3,0
Jimmy Dunne,34.0,Ireland,22.0,0.0,0,1,0.0,,1.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,4.0,0.0,0%,0.0,0.0,2.0,8.0,4.0,0.0,3.0,9.0,2.0,0.0,7.0,0.0,0.0,0.0,0.09747423428654378,0.0013384641124309855,25.0,0.0,0.0,0%,0.0,2.0,,,,,,,,,0,0,1,0.0,3,0
Bobby Thomas,37.0,England,19.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,3,0
Anthony Driscoll-Glennon,45.0,England,20.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,3,0
Jack Cork,4.0,England,31.0,0.48884758364312264,96,105,0.03910614525139665,0.03,3.0,3.0,2.0,0.0,0.0,137.0,42.0,31%,2.0,6.0,,,466.0,71%,,43.0,400.0,477.0,207.0,,1565.0,1312.0,1335.0,184.0,393.0,479.0,,1.0,0.0963855421686747,0.6166973398025766,41.89,11.0,151.0,17%,34.0,591.0,,,,,,,,,32,0,211,13.0,3,3
Jóhann Gudmundsson,7.0,Iceland,29.0,0.1765799256505576,28,44,0.0335195530726257,0.07,2.0,0.0,5.0,0.0,0.0,114.0,37.0,32%,8.0,1.0,,,93.0,61%,,32.0,91.0,90.0,33.0,,386.0,313.0,369.0,63.0,93.0,115.0,,0.0,0.1927710843373494,0.09754057219340806,18.23,12.0,439.0,32%,3.0,82.0,,,,,,,,,5,0,41,6.0,3,3
Josh Brownhill,8.0,England,24.0,0.01858736059479554,5,3,0.06814937525333523,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8%,0.0,1.0,,,15.0,53%,,3.0,19.0,17.0,8.0,,52.0,52.0,42.0,8.0,21.0,20.0,,0.0,0.09747423428654378,0.020467347052590484,33.45,0.0,3.0,3%,0.0,10.0,,,,,,,,,2,0,8,0.0,3,3
Dwight McNeil,11.0,England,20.0,0.11152416356877322,23,25,0.0223463687150838,0.08,0.0,0.0,5.0,0.0,0.0,75.0,20.0,27%,3.0,2.0,,,83.0,,,25.0,43.0,59.0,25.0,,,,,,,,,,0.13253012048192772,0.08410016173108026,24.74,17.0,377.0,,,,,,,,,,,,7,0,45,1.0,3,3
Robbie Brady,12.0,Ireland,28.0,0.26208178438661706,37,77,0.0446927374301676,0.06,0.0,2.0,7.0,2.0,1.0,155.0,42.0,27%,7.0,1.0,,,241.0,73%,,54.0,136.0,214.0,97.0,,578.0,596.0,572.0,129.0,136.0,111.0,,2.0,0.13253012048192772,0.1828676593608834,23.1,23.0,724.0,26%,12.0,195.0,,,,,,,,,15,1,117,13.0,3,3
Ashley Westwood,18.0,England,30.0,0.4107806691449814,65,106,0.0446927374301676,0.04,0.0,9.0,0.0,0.0,1.0,137.0,34.0,25%,1.0,5.0,,,336.0,68%,,48.0,321.0,241.0,62.0,,1309.0,586.0,616.0,36.0,94.0,124.0,,1.0,0.28915662650602414,0.5509452902794043,44.5,39.0,657.0,32%,22.0,790.0,,,,,,,,,38,0,195,2.0,3,3
Josh Benson,41.0,England,20.0,0.15000115929483956,0,0,0.06814937525333523,0.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,3,3
Chris Wood,9.0,New Zealand,28.0,0.1933085501858736,35,43,0.19553072625698326,0.34,14.0,14.0,8.0,1.0,0.0,172.0,81.0,47%,7.0,36.0,,,28.0,,,22.0,7.0,62.0,44.0,,,,,,,,,,0.03614457831325302,0.08555016451954715,14.62,8.0,25.0,,,,,,,,,,,,4,0,84,117.0,3,1
Ashley Barnes,10.0,England,30.0,0.2862453531598513,45,71,0.20670391061452514,0.25,5.0,29.0,4.0,5.0,0.0,276.0,104.0,38%,6.0,28.0,,,103.0,,,53.0,33.0,111.0,72.0,,,,,,,,,,0.0602409638554217,0.1379733422564274,15.97,11.0,62.0,,,,,,,,,,,,32,2,269,92.0,3,1
Jay Rodriguez,19.0,England,31.0,0.32899628252788105,53,71,0.223463687150838,0.23,8.0,25.0,7.0,2.0,0.0,378.0,140.0,37%,10.0,35.0,,,154.0,,,87.0,82.0,113.0,78.0,,,,,,,,,,0.13253012048192772,0.1580503039428922,15.93,14.0,134.0,,,,,,,,,,,,11,0,156,99.0,3,1
Matej Vydra,27.0,Czech Republic,28.0,0.104089219330855,11,30,0.027932960893854747,0.11,0.0,5.0,1.0,0.0,0.0,37.0,20.0,54%,1.0,10.0,,,10.0,,,5.0,5.0,13.0,7.0,,,,,,,,,,0.04819277108433735,0.019965423010428866,6.3,4.0,11.0,,,,,,,,,,,,1,0,9,10.0,3,1
Kepa Arrizabalaga,1.0,Spain,25.0,0.13011152416356875,39,20,0.06814937525333523,,,,,,,119.5245283018868,,,,,22.0,89.0,,,,,,,,,,,,,,,0.0,2.0,0.09747423428654378,0.11181752272600524,28.25,,,,,334.0,142.0,1.0,16.0,33.0,9.0,22.0,320.0,473.0,2,0,0,,4,2
Willy Caballero,13.0,Argentina,38.0,0.05947955390334572,19,5,0.06814937525333523,,,,,,,119.5245283018868,,,,,11.0,33.0,,,,,,,,,,,,,,,0.0,2.0,0.09747423428654378,0.04444816240031231,24.18,,,,,166.0,72.0,1.0,15.0,20.0,5.0,16.0,132.0,166.0,0,0,0,,4,2
Antonio Rüdiger,2.0,Germany,27.0,0.14684014869888473,45,21,0.0223463687150838,,5.0,0.0,0.0,,,119.5245283018868,,,1.0,,28.0,81.0,93.0,59%,0.0,15.0,72.0,252.0,139.0,2.0,522.0,341.0,289.0,15.0,199.0,153.0,1.0,1.0,0.0,0.3199486922090235,71.72,5.0,18.0,6%,14.0,364.0,,,,,,,,,14,0,73,3.0,4,0
Marcos Alonso,3.0,Spain,29.0,0.258364312267658,87,32,0.10614525139664806,,4.0,2.0,14.0,,,119.5245283018868,,,11.0,,52.0,132.0,288.0,68%,0.0,63.0,215.0,369.0,184.0,1.0,831.0,800.0,639.0,90.0,286.0,213.0,0.0,1.0,0.13253012048192772,0.35876415146952206,45.96,17.0,428.0,19%,8.0,214.0,,,,,,,,,25,1,125,16.0,4,0
Andreas Christensen,4.0,Denmark,24.0,0.10780669144981411,29,18,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,2.0,,12.0,64.0,76.0,51%,0.0,3.0,74.0,193.0,107.0,1.0,300.0,254.0,143.0,10.0,145.0,97.0,0.0,1.0,0.09747423428654378,0.1791311137136802,54.46,2.0,0.0,0%,3.0,131.0,,,,,,,,,6,1,35,1.0,4,0
Kurt Zouma,15.0,France,25.0,0.2639405204460966,60,49,0.0223463687150838,,4.0,1.0,0.0,,,119.5245283018868,,,2.0,,35.0,164.0,160.0,69%,5.0,13.0,225.0,653.0,352.0,1.0,574.0,681.0,328.0,50.0,413.0,163.0,1.0,2.0,0.03614457831325302,0.3215660030115443,40.33,2.0,20.0,10%,0.0,396.0,,,,,,,,,10,1,87,6.0,4,0
Reece James,24.0,England,20.0,0.046468401486988845,15,8,0.0,,0.0,1.0,0.0,,,119.5245283018868,,,1.0,,4.0,26.0,43.0,67%,0.0,6.0,26.0,27.0,13.0,0.0,108.0,137.0,121.0,31.0,42.0,44.0,0.0,0.0,0.02409638554216868,0.061513579833807376,42.46,6.0,120.0,24%,0.0,45.0,,,,,,,,,1,0,24,1.0,4,0
César Azpilicueta,28.0,Spain,31.0,0.5037174721189591,158,56,0.03910614525139665,,2.0,6.0,0.0,,,119.5245283018868,,,1.0,,95.0,276.0,722.0,73%,2.0,29.0,475.0,788.0,416.0,5.0,1376.0,1400.0,977.0,69.0,475.0,375.0,3.0,0.0,0.3614457831325302,0.8725670626289665,57.53,32.0,577.0,22%,25.0,633.0,,,,,,,,,23,1,240,10.0,4,0
Fikayo Tomori,14.0,England,22.0,0.02973977695167286,9,5,0.0,,0.0,1.0,0.0,,,119.5245283018868,,,0.0,,4.0,21.0,32.0,53%,1.0,1.0,24.0,53.0,26.0,0.0,102.0,81.0,49.0,9.0,34.0,29.0,0.0,0.0,0.09747423428654378,0.0664770509174056,70.18,0.0,4.0,25%,3.0,43.0,,,,,,,,,3,0,8,1.0,4,0
Emerson,33.0,Italy,26.0,0.05390334572490706,11,14,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,1.0,,4.0,36.0,43.0,58%,0.0,6.0,28.0,31.0,17.0,0.0,104.0,122.0,74.0,27.0,25.0,21.0,0.0,0.0,0.0,0.07160783001505772,42.83,3.0,97.0,19%,2.0,32.0,,,,,,,,,3,0,15,2.0,4,0
Ben Chilwell,21.0,England,23.0,0.18215613382899626,40,36,0.01675977653631285,,0.0,1.0,3.0,,,119.5245283018868,,,1.0,,24.0,117.0,157.0,63%,1.0,10.0,117.0,261.0,148.0,1.0,529.0,637.0,542.0,111.0,261.0,189.0,0.0,1.0,0.0963855421686747,0.2531370252635102,45.86,12.0,337.0,18%,8.0,137.0,,,,,,,,,10,1,81,8.0,4,0
Thiago Silva,6.0,Brazil,36.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,4,0
Juan Castillo,,Netherlands,20.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,4,0
Hakim Ziyech,22.0,Morocco,27.0,0.15000115929483956,0,0,0.06814937525333523,0.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,4,3
Jorginho,5.0,Italy,28.0,0.12825278810408922,37,18,0.0335195530726257,0.1,0.0,7.0,0.0,5.0,0.0,33.0,13.0,39%,0.0,1.0,,,147.0,54%,,9.0,130.0,64.0,29.0,,533.0,256.0,306.0,28.0,29.0,60.0,,0.0,0.02409638554216868,0.30567174167642636,78.31,12.0,12.0,17%,50.0,231.0,,,,,,,,,18,0,63,0.0,4,3
N'Golo Kanté,7.0,France,29.0,0.3066914498141264,98,35,0.05027932960893855,0.06,0.0,6.0,4.0,0.0,0.0,120.0,29.0,24%,0.0,7.0,,,540.0,65%,,46.0,420.0,184.0,77.0,,1320.0,922.0,920.0,190.0,123.0,204.0,,2.0,0.10843373493975904,0.49919134459873965,53.93,15.0,86.0,29%,28.0,364.0,,,,,,,,,22,0,218,7.0,4,3
Ross Barkley,8.0,England,26.0,0.3736059479553903,91,59,0.1340782122905028,0.12,2.0,16.0,7.0,2.0,2.0,411.0,119.0,29%,10.0,25.0,,,172.0,73%,,145.0,76.0,108.0,85.0,,755.0,973.0,1048.0,376.0,170.0,168.0,,2.0,0.3132530120481928,0.4285873626680052,38.05,32.0,322.0,22%,59.0,469.0,,,,,,,,,18,0,155,19.0,4,3
Ruben Loftus-Cheek,12.0,England,24.0,0.14312267657992564,35,22,0.0446927374301676,0.12,2.0,6.0,1.0,0.0,0.0,78.0,19.0,24%,1.0,6.0,,,54.0,69%,,27.0,44.0,41.0,27.0,,266.0,355.0,337.0,131.0,65.0,93.0,,0.0,0.0602409638554217,0.10334058334727567,23.77,7.0,16.0,19%,6.0,50.0,,,,,,,,,1,0,39,6.0,4,3
Mateo Kovacic,17.0,Croatia,26.0,0.11710037174721188,34,16,0.0,0.02,0.0,1.0,0.0,0.0,0.0,49.0,9.0,18%,1.0,2.0,,,108.0,62%,,24.0,30.0,34.0,17.0,,300.0,320.0,222.0,120.0,19.0,27.0,,0.0,0.04819277108433735,0.18944844124700239,53.09,4.0,16.0,13%,19.0,128.0,,,,,,,,,11,0,40,0.0,4,3
Mason Mount,19.0,England,21.0,0.07063197026022304,20,13,0.0335195530726257,0.18,0.0,7.0,0.0,0.0,1.0,80.0,29.0,36%,3.0,9.0,,,43.0,44%,,28.0,18.0,19.0,7.0,,151.0,136.0,211.0,44.0,10.0,48.0,,0.0,0.04819277108433735,0.07311360214154258,33.64,8.0,138.0,25%,3.0,28.0,,,,,,,,,3,0,40,4.0,4,3
Christian Pulisic,10.0,United States,22.0,0.04460966542750929,13,9,0.0446927374301676,0.36,2.0,4.0,3.0,0.0,0.0,63.0,26.0,41%,1.0,8.0,,,23.0,48%,,15.0,6.0,7.0,4.0,,79.0,128.0,190.0,55.0,20.0,45.0,,0.0,0.03614457831325302,0.0371981484579778,26.72,6.0,35.0,11%,4.0,19.0,,,,,,,,,0,0,14,3.0,4,3
Billy Gilmour,23.0,Scotland,19.0,0.009293680297397768,5,0,0.06814937525333523,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1%,0.0,0.0,,,5.0,40%,,0.0,3.0,2.0,1.0,,15.0,10.0,16.0,2.0,2.0,5.0,,0.0,0.09747423428654378,0.00953655680107077,28.67,0.0,1.0,1%,0.0,9.0,,,,,,,,,0,0,3,0.0,4,3
Kai Havertz,29.0,Germany,21.0,0.0018587360594795538,1,1,0.06814937525333523,2.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,3.0,67%,,0.0,0.0,1.0,1.0,,10.0,6.0,9.0,1.0,2.0,2.0,,0.0,0.09747423428654378,0.0022307735207183093,20.5,0.0,1.0,1%,1.0,1.0,,,,,,,,,0,0,2,1.0,4,3
Timo Werner,11.0,Germany,24.0,0.0018587360594795538,1,1,0.06814937525333523,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,17%,0.0,0.0,,,1.0,,,3.0,3.0,2.0,1.0,,,,,,,,,,0.09747423428654378,0.002676928224861971,24.5,0.0,0.0,,,,,,,,,,,,0,0,3,2.0,4,1
Tammy Abraham,9.0,England,22.0,0.1245353159851301,25,29,0.10614525139664806,0.29,3.0,16.0,0.0,0.0,0.0,133.0,56.0,42%,3.0,26.0,,,18.0,,,26.0,8.0,39.0,32.0,,,,,,,,,,0.03614457831325302,0.04015392337292956,10.6,6.0,26.0,,,,,,,,,,,,2,0,35,35.0,4,1
Olivier Giroud,18.0,France,33.0,0.44052044609665425,133,56,0.4748603351955307,0.36,31.0,8.0,47.0,2.0,0.0,548.0,212.0,39%,19.0,82.0,,,145.0,,,104.0,64.0,178.0,116.0,,,,,,,,,,0.32530120481927716,0.26306396743070665,19.82,40.0,90.0,,,,,,,,,,,,18,2,223,120.0,4,1
Callum Hudson-Odoi,20.0,England,19.0,0.06319702602230483,18,12,0.0,0.03,0.0,1.0,0.0,0.0,0.0,29.0,8.0,28%,1.0,2.0,,,18.0,,,14.0,8.0,4.0,2.0,,,,,,,,,,0.0602409638554217,0.03569237633149294,18.31,8.0,87.0,,,,,,,,,,,,1,0,12,6.0,4,1
Wayne Hennessey,13.0,Wales,33.0,0.33457249070631967,47,94,0.06814937525333523,,,,,,,119.5245283018868,,,,,37.0,301.0,,,,,,,,,,,,,,,1.0,13.0,0.0,0.2708716747532207,26.84,,,,,1618.0,617.0,3.0,72.0,274.0,96.0,122.0,683.0,1621.0,4,0,1,,5,2
Vicente Guaita,31.0,Spain,33.0,0.104089219330855,23,21,0.06814937525333523,,,,,,,119.5245283018868,,,,,18.0,66.0,,,,,,,,,,,,,,,1.0,2.0,0.09747423428654378,0.07958284535162567,25.05,,,,,357.0,182.0,0.0,37.0,29.0,18.0,14.0,263.0,478.0,3,0,1,,5,2
Stephen Henderson,19.0,Ireland,32.0,0.15000115929483956,0,0,0.06814937525333523,,,,,,,119.5245283018868,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,5,2
Nathan Ferguson,,England,19.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,5,0
Joel Ward,2.0,England,30.0,0.37174721189591076,66,95,0.01675977653631285,,2.0,1.0,1.0,,,119.5245283018868,,,2.0,,45.0,274.0,483.0,80%,1.0,25.0,368.0,796.0,450.0,4.0,1013.0,1218.0,812.0,102.0,406.0,246.0,1.0,2.0,0.04819277108433735,0.35960069153979146,32.08,9.0,407.0,18%,3.0,356.0,,,,,,,,,28,0,202,4.0,5,0
Patrick van Aanholt,3.0,Netherlands,30.0,0.3531598513011152,57,92,0.10614525139664806,,0.0,4.0,16.0,,,119.5245283018868,,,5.0,,40.0,277.0,350.0,69%,3.0,51.0,326.0,439.0,170.0,5.0,1126.0,680.0,566.0,184.0,69.0,88.0,2.0,2.0,0.1566265060240964,0.38101611733868723,35.77,25.0,388.0,26%,14.0,290.0,,,,,,,,,19,0,94,27.0,5,0
James Tomkins,5.0,England,31.0,0.4869888475836431,84,116,0.061452513966480445,,7.0,3.0,2.0,,,119.5245283018868,,,6.0,,58.0,338.0,447.0,70%,17.0,26.0,443.0,2029.0,929.0,4.0,989.0,1442.0,817.0,25.0,823.0,473.0,0.0,7.0,0.07228915662650603,0.457810495789415,31.22,8.0,51.0,33%,4.0,752.0,,,,,,,,,46,2,167,7.0,5,0
Scott Dann,6.0,England,33.0,0.42007434944237915,74,95,0.07821229050279331,,9.0,4.0,2.0,,,119.5245283018868,,,6.0,,48.0,307.0,291.0,59%,5.0,29.0,343.0,1536.0,661.0,6.0,785.0,1016.0,698.0,46.0,612.0,441.0,5.0,5.0,0.12048192771084339,0.35681222463889356,28.19,11.0,24.0,29%,4.0,665.0,,,,,,,,,34,0,145,10.0,5,0
Mamadou Sakho,12.0,France,30.0,0.23048327137546468,52,43,0.011173184357541898,,1.0,1.0,1.0,,,119.5245283018868,,,3.0,,32.0,162.0,144.0,72%,5.0,4.0,200.0,697.0,440.0,3.0,847.0,534.0,348.0,49.0,298.0,223.0,0.0,3.0,0.012048192771084338,0.32993140371423796,47.34,2.0,6.0,33%,2.0,280.0,,,,,,,,,6,1,39,1.0,5,0
Gary Cahill,24.0,England,34.0,0.6933085501858737,166,126,0.1452513966480447,,9.0,13.0,4.0,,,119.5245283018868,,,5.0,,99.0,452.0,471.0,75%,18.0,63.0,452.0,2849.0,1155.0,10.0,1441.0,1946.0,1036.0,70.0,1157.0,562.0,2.0,8.0,0.10843373493975904,0.7092186715743684,34.01,8.0,23.0,17%,6.0,847.0,,,,,,,,,38,3,266,3.0,5,0
