Name,Jersey Number,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Club_encoded,Position_encoded
Martin Kelly,34.0,England,30.0,0.28252788104089216,55,62,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,2.0,,29.0,180.0,335.0,75%,1.0,8.0,153.0,641.0,312.0,1.0,509.0,646.0,518.0,32.0,240.0,192.0,2.0,6.0,0.04819277108433735,0.21298310189058056,24.97,2.0,210.0,17%,2.0,202.0,,,,,,,,,14,0,117,1.0,5,0
Tyrick Mitchell,27.0,England,21.0,0.009293680297397768,2,3,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,1.0,5.0,15.0,53%,0.0,0.0,3.0,5.0,0.0,0.0,17.0,19.0,26.0,1.0,0.0,9.0,0.0,0.0,0.09747423428654378,0.007305783280352462,22.0,0.0,5.0,60%,0.0,6.0,,,,,,,,,1,0,2,0.0,5,0
Jaroslaw Jach,33.0,Poland,26.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,5,0
Sam Woods,35.0,England,22.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,5,0
Ryan Inniss,45.0,England,25.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,5,0
Luka Milivojevic,4.0,Serbia,29.0,0.22304832713754646,41,53,0.1452513966480447,0.22,0.0,27.0,0.0,21.0,3.0,144.0,55.0,38%,5.0,4.0,,,264.0,64%,,41.0,227.0,202.0,91.0,,736.0,597.0,597.0,56.0,167.0,137.0,,4.0,0.03614457831325302,0.3107467514360605,46.06,8.0,376.0,27%,9.0,394.0,,,,,,,,,34,0,207,2.0,5,3
Max Meyer,7.0,Germany,25.0,0.08364312267657992,11,24,0.0,0.02,0.0,0.0,1.0,0.0,0.0,47.0,10.0,21%,1.0,0.0,,,52.0,56%,,14.0,22.0,20.0,4.0,,116.0,111.0,110.0,19.0,6.0,25.0,,0.0,0.012048192771084338,0.04812893870949752,18.78,0.0,33.0,15%,0.0,19.0,,,,,,,,,4,0,16,3.0,5,3
Cheikhou Kouyaté,8.0,Senegal,30.0,0.3643122676579925,64,76,0.06703910614525141,0.07,5.0,7.0,0.0,0.0,0.0,167.0,54.0,32%,8.0,12.0,,,446.0,65%,,33.0,310.0,412.0,260.0,,1035.0,1311.0,1091.0,125.0,547.0,431.0,,1.0,0.10843373493975904,0.3233506218281189,29.44,3.0,104.0,16%,8.0,176.0,,,,,,,,,25,1,242,16.0,5,3
Andros Townsend,10.0,England,29.0,0.3903345724907063,78,91,0.11731843575418996,0.1,0.0,5.0,17.0,1.0,1.0,335.0,103.0,31%,6.0,12.0,,,353.0,71%,,112.0,177.0,82.0,21.0,,913.0,1025.0,1045.0,414.0,19.0,76.0,,2.0,0.2530120481927711,0.26300819809268866,22.36,40.0,923.0,23%,12.0,111.0,,,,,,,,,14,0,78,22.0,5,3
Jeffrey Schlupp,15.0,Ghana,27.0,0.2732342007434944,56,61,0.0558659217877095,,1.0,3.0,7.0,,,119.5245283018868,,,0.0,,17.0,153.0,278.0,70%,0.0,43.0,177.0,217.0,117.0,0.0,585.0,773.0,757.0,173.0,211.0,261.0,1.0,1.0,0.08433734939759037,0.17595226144665663,21.32,10.0,199.0,19%,4.0,163.0,,,,,,,,,15,0,109,3.0,5,3
James McArthur,18.0,Scotland,32.0,0.5223048327137547,93,126,0.1229050279329609,0.08,6.0,10.0,7.0,0.0,0.0,214.0,64.0,30%,3.0,12.0,,,613.0,72%,,68.0,398.0,312.0,108.0,,1448.0,1304.0,1452.0,155.0,314.0,385.0,,0.0,0.20481927710843373,0.5618760805309241,35.73,21.0,137.0,18%,32.0,570.0,,,,,,,,,45,0,370,13.0,5,3
James McCarthy,22.0,Ireland,29.0,0.47769516728624534,87,102,0.06703910614525141,0.05,0.0,10.0,3.0,0.0,0.0,178.0,47.0,26%,4.0,8.0,,,674.0,73%,,65.0,421.0,366.0,124.0,,1284.0,1190.0,1014.0,123.0,148.0,167.0,,3.0,0.13253012048192772,0.6044838547766438,42.02,8.0,188.0,28%,23.0,835.0,,,,,,,,,48,1,309,2.0,5,3
Jairo Riedewald,44.0,Netherlands,24.0,0.05204460966542751,8,13,0.06814937525333523,29.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4%,0.0,0.0,,,25.0,72%,,2.0,29.0,31.0,14.0,,70.0,45.0,33.0,11.0,7.0,8.0,,0.0,0.09747423428654378,0.02693659026267358,16.69,0.0,8.0,38%,1.0,29.0,,,,,,,,,0,0,6,0.0,5,3
Eberechi Eze,25.0,England,22.0,0.0018587360594795538,2,0,0.06814937525333523,2.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,2.0,100%,,0.0,0.0,0.0,0.0,,5.0,4.0,8.0,2.0,0.0,1.0,,0.0,0.09747423428654378,0.0007250013942334505,7.0,0.0,3.0,67%,0.0,0.0,,,,,,,,,0,0,0,0.0,5,3
Nya Kirby,37.0,England,20.0,0.15000115929483956,0,0,0.06814937525333523,0.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,5,3
Jordan Ayew,9.0,Ghana,29.0,0.25650557620817843,37,71,0.1340782122905028,0.18,4.0,17.0,4.0,2.0,0.0,226.0,78.0,35%,8.0,13.0,,,226.0,,,73.0,76.0,55.0,34.0,,,,,,,,,,0.0963855421686747,0.16546762589928057,21.35,12.0,147.0,,,,,,,,,,,,18,2,222,44.0,5,1
Wilfried Zaha,11.0,Cote D'Ivoire,27.0,0.4014869888475836,70,94,0.21229050279329612,0.18,1.0,31.0,7.0,1.0,0.0,336.0,119.0,35%,7.0,32.0,,,294.0,,,106.0,123.0,32.0,8.0,,,,,,,,,,0.2771084337349398,0.2539735653337795,20.99,36.0,537.0,,,,,,,,,,,,33,1,287,79.0,5,1
Christian Benteke,17.0,Belgium,29.0,0.41635687732342,73,107,0.39664804469273746,0.32,26.0,37.0,9.0,10.0,1.0,544.0,208.0,38%,14.0,82.0,,,80.0,,,117.0,26.0,214.0,148.0,,,,,,,,,,0.2289156626506024,0.3159332998717306,25.18,31.0,36.0,,,,,,,,,,,,35,3,357,203.0,5,1
Connor Wickham,21.0,England,27.0,0.2211895910780669,29,59,0.1005586592178771,0.16,4.0,10.0,5.0,1.0,0.0,189.0,59.0,31%,6.0,12.0,,,93.0,,,56.0,53.0,109.0,63.0,,,,,,,,,,0.07228915662650603,0.11165021471195137,16.69,5.0,112.0,,,,,,,,,,,,11,0,147,26.0,5,1
Brandon Pierrick,40.0,England,18.0,0.0018587360594795538,0,1,0.06814937525333523,2.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,1.0,1.0,,,,,,,,,,0.09747423428654378,0.0003346160281077464,3.5,0.0,2.0,,,,,,,,,,,,0,0,0,0.0,5,1
Michy Batshuayi,23.0,Belgium,26.0,0.10966542750929367,37,15,0.06703910614525141,0.22,1.0,8.0,4.0,0.0,0.0,73.0,25.0,34%,1.0,9.0,,,13.0,,,22.0,7.0,6.0,5.0,,,,,,,,,,0.02409638554216868,0.023423121967542246,7.02,0.0,3.0,,,,,,,,,,,,0,0,24,29.0,5,1
Jordan Pickford,1.0,England,26.0,0.27137546468401486,48,65,0.06814937525333523,,,,,,,119.5245283018868,,,,,38.0,218.0,,,,,,,,,,,,,,,0.0,13.0,0.09747423428654378,0.2538620266577436,30.97,,,,,1273.0,462.0,4.0,71.0,98.0,38.0,65.0,609.0,1232.0,3,0,3,,6,2
João Virgínia,31.0,Portugal,20.0,0.15000115929483956,0,0,0.06814937525333523,,,,,,,119.5245283018868,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,6,2
Jonas Lössl,49.0,Denmark,31.0,0.12639405204460966,12,41,0.06814937525333523,,,,,,,119.5245283018868,,,,,14.0,112.0,,,,,,,,,,,,,,,1.0,5.0,0.012048192771084338,0.12765601472310523,33.19,,,,,746.0,191.0,3.0,43.0,49.0,9.0,34.0,200.0,527.0,2,0,0,,6,2
Mason Holgate,4.0,England,23.0,0.11895910780669144,28,16,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,1.0,,14.0,75.0,113.0,68%,0.0,3.0,81.0,274.0,140.0,1.0,285.0,319.0,227.0,27.0,124.0,120.0,0.0,1.0,0.03614457831325302,0.13540795270760136,37.37,7.0,62.0,16%,2.0,218.0,,,,,,,,,11,0,43,3.0,6,0
Michael Keane,5.0,England,27.0,0.28252788104089216,53,64,0.027932960893854747,,3.0,2.0,1.0,,,119.5245283018868,,,3.0,,40.0,205.0,157.0,68%,2.0,17.0,249.0,978.0,652.0,2.0,656.0,899.0,574.0,22.0,685.0,417.0,1.0,1.0,0.04819277108433735,0.3435948915286376,40.27,7.0,11.0,27%,3.0,479.0,,,,,,,,,13,0,82,5.0,6,0
Lucas Digne,12.0,France,27.0,0.1319702602230483,28,27,0.01675977653631285,,0.0,0.0,4.0,,,119.5245283018868,,,5.0,,20.0,89.0,150.0,64%,1.0,29.0,104.0,195.0,100.0,0.0,369.0,452.0,314.0,37.0,209.0,102.0,2.0,0.0,0.13253012048192772,0.16507724053315487,41.12,21.0,570.0,28%,2.0,130.0,,,,,,,,,11,1,83,5.0,6,0
Yerry Mina,13.0,Colombia,26.0,0.07992565055762081,17,16,0.011173184357541898,,2.0,1.0,0.0,,,119.5245283018868,,,0.0,,8.0,52.0,54.0,56%,0.0,7.0,41.0,156.0,93.0,0.0,181.0,229.0,142.0,6.0,153.0,99.0,1.0,1.0,0.0,0.1143829122748313,46.64,2.0,4.0,4%,1.0,149.0,,,,,,,,,6,0,33,3.0,6,0
Séamus Coleman,23.0,Ireland,31.0,0.5111524163568774,114,79,0.10614525139664806,,7.0,8.0,6.0,,,119.5245283018868,,,6.0,,78.0,277.0,480.0,79%,8.0,48.0,296.0,542.0,284.0,1.0,1272.0,1308.0,1157.0,364.0,195.0,221.0,4.0,3.0,0.24096385542168677,0.4979644191623446,32.36,36.0,742.0,20%,12.0,342.0,,,,,,,,,29,2,194,29.0,6,0
Jarrad Branthwaite,32.0,England,18.0,0.0055762081784386614,1,2,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,1.0,6.0,8.0,88%,0.0,0.0,2.0,11.0,7.0,0.0,18.0,20.0,21.0,1.0,9.0,15.0,0.0,0.0,0.09747423428654378,0.012380793039986616,55.75,0.0,0.0,0%,0.0,13.0,,,,,,,,,0,0,4,0.0,6,0
Jonjoe Kenny,2.0,England,23.0,0.055762081784386616,11,15,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,1.0,,6.0,46.0,64.0,78%,0.0,2.0,46.0,107.0,56.0,0.0,138.0,142.0,122.0,11.0,62.0,43.0,0.0,0.0,0.012048192771084338,0.058223188890747866,33.71,3.0,67.0,24%,0.0,68.0,,,,,,,,,3,0,28,0.0,6,0
Niels Nkounkou,18.0,France,19.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,6,0
Fabian Delph,8.0,England,30.0,0.3420074349442379,76,73,0.0335195530726257,0.04,0.0,1.0,6.0,0.0,0.0,144.0,36.0,25%,5.0,3.0,,,395.0,71%,,36.0,283.0,213.0,55.0,,1011.0,987.0,706.0,259.0,130.0,165.0,,5.0,0.08433734939759037,0.49389325748703367,47.88,7.0,195.0,27%,13.0,508.0,,,,,,,,,29,3,140,1.0,6,3
Gylfi Sigurdsson,10.0,Iceland,31.0,0.5260223048327137,114,110,0.335195530726257,0.21,3.0,45.0,13.0,9.0,7.0,603.0,221.0,37%,20.0,31.0,,,348.0,67%,,203.0,283.0,163.0,44.0,,1015.0,863.0,1223.0,197.0,88.0,246.0,,1.0,0.5301204819277109,0.43226813897719035,27.3,68.0,1363.0,26%,95.0,204.0,,,,,,,,,20,0,193,16.0,6,3
André Gomes,21.0,Portugal,27.0,0.08736059479553902,18,19,0.0,0.02,0.0,1.0,0.0,0.0,0.0,27.0,5.0,19%,0.0,1.0,,,64.0,63%,,6.0,27.0,25.0,16.0,,308.0,229.0,338.0,66.0,56.0,45.0,,0.0,0.012048192771084338,0.12090792482293235,45.19,2.0,28.0,21%,4.0,187.0,,,,,,,,,13,0,89,0.0,6,3
Jean-Philippe Gbamin,25.0,Cote D'Ivoire,24.0,0.0018587360594795538,1,0,0.06814937525333523,2.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,4.0,75%,,0.0,1.0,4.0,3.0,,8.0,11.0,10.0,2.0,3.0,2.0,,0.0,0.09747423428654378,0.0038480843232390834,35.0,0.0,0.0,0%,0.0,2.0,,,,,,,,,0,0,2,0.0,6,3
Tom Davies,26.0,England,22.0,0.19516728624535315,46,34,0.0223463687150838,0.05,1.0,2.0,2.0,0.0,0.0,60.0,15.0,25%,2.0,4.0,,,132.0,61%,,25.0,100.0,63.0,33.0,,415.0,417.0,486.0,76.0,72.0,118.0,,0.0,0.03614457831325302,0.16217723495622108,27.44,5.0,43.0,19%,9.0,135.0,,,,,,,,,22,0,116,9.0,6,3
Beni Baningime,34.0,The Democratic Republic Of Congo,22.0,0.013011152416356878,2,2,0.06814937525333523,8.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,6.0,33%,,0.0,2.0,1.0,0.0,,9.0,9.0,14.0,1.0,1.0,2.0,,0.0,0.09747423428654378,0.004517316379454576,10.25,0.0,0.0,0%,0.0,3.0,,,,,,,,,1,0,4,0.0,6,3
Allan,6.0,Brazil,29.0,0.0018587360594795538,2,0,0.06814937525333523,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100%,0.0,0.0,,,9.0,56%,,0.0,3.0,3.0,1.0,,18.0,16.0,13.0,2.0,1.0,2.0,,0.0,0.09747423428654378,0.007751937984496124,70.0,0.0,2.0,2%,0.0,7.0,,,,,,,,,0,0,4,0.0,6,3
James Rodríguez,19.0,Colombia,29.0,0.0018587360594795538,2,0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,4.0,1.0,25%,0.0,0.0,,,3.0,33%,,1.0,3.0,0.0,0.0,,9.0,12.0,10.0,3.0,1.0,3.0,,0.0,0.0,0.006023088505939435,54.5,2.0,7.0,29%,3.0,18.0,,,,,,,,,0,0,1,0.0,6,3
Abdoulaye Doucouré,16.0,France,27.0,0.24163568773234198,40,65,0.0893854748603352,0.13,2.0,12.0,2.0,0.0,0.0,182.0,54.0,30%,2.0,11.0,,,235.0,58%,,56.0,143.0,163.0,66.0,,1019.0,576.0,658.0,129.0,154.0,168.0,,1.0,0.12048192771084339,0.37978919190229216,51.99,15.0,71.0,20%,7.0,213.0,,,,,,,,,31,0,145,10.0,6,3
Muhamed Besic,30.0,Bosnia And Herzegovina,28.0,0.08364312267657992,14,17,0.06814937525333523,46.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,27%,1.0,0.0,,,93.0,76%,,7.0,34.0,56.0,26.0,,154.0,186.0,165.0,53.0,21.0,16.0,,1.0,0.09747423428654378,0.07461937426802744,29.11,2.0,18.0,22%,3.0,116.0,,,,,,,,,11,0,42,0.0,6,3
Sandro Ramírez,28.0,Spain,25.0,0.013011152416356878,2,4,0.06814937525333523,8.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,11%,0.0,0.0,,,2.0,,,3.0,1.0,0.0,0.0,,,,,,,,,,0.09747423428654378,0.004517316379454576,10.25,0.0,6.0,,,,,,,,,,,,0,0,1,1.0,6,1
Yannick Bolasie,29.0,The Democratic Republic Of Congo,31.0,0.21933085501858735,38,51,0.0558659217877095,0.09,1.0,8.0,2.0,0.0,0.0,219.0,72.0,33%,8.0,8.0,,,151.0,,,55.0,48.0,107.0,58.0,,,,,,,,,,0.1927710843373494,0.11839830461212425,17.85,25.0,595.0,,,,,,,,,,,,9,1,140,46.0,6,1
Richarlison,7.0,Brazil,23.0,0.20446096654275092,41,47,0.1675977653631285,0.28,7.0,12.0,11.0,0.0,0.0,280.0,85.0,30%,7.0,28.0,,,190.0,,,80.0,53.0,109.0,79.0,,,,,,,,,,0.10843373493975904,0.1366906474820144,22.09,22.0,158.0,,,,,,,,,,,,17,1,114,56.0,6,1
Dominic Calvert-Lewin,9.0,England,23.0,0.2137546468401487,43,46,0.15083798882681565,0.24,12.0,12.0,4.0,0.0,0.0,195.0,77.0,39%,4.0,31.0,,,42.0,,,37.0,29.0,85.0,66.0,,,,,,,,,,0.0963855421686747,0.08850593943449891,13.69,9.0,47.0,,,,,,,,,,,,17,0,138,36.0,6,1
Theo Walcott,11.0,England,31.0,0.6412639405204461,176,93,0.4134078212290503,0.22,3.0,60.0,12.0,0.0,0.0,616.0,267.0,43%,18.0,79.0,,,214.0,,,141.0,149.0,81.0,29.0,,,,,,,,,,0.6024096385542168,0.30617366571858795,15.87,61.0,952.0,,,,,,,,,,,,10,0,101,163.0,6,1
Cenk Tosun,14.0,Turkey,29.0,0.08921933085501858,14,19,0.05027932960893855,0.2,5.0,3.0,2.0,0.0,0.0,71.0,30.0,42%,0.0,6.0,,,23.0,,,12.0,6.0,16.0,11.0,,,,,,,,,,0.02409638554216868,0.03446545089509787,12.63,4.0,15.0,,,,,,,,,,,,3,0,50,19.0,6,1
Alex Iwobi,17.0,Nigeria,24.0,0.2323420074349442,59,41,0.061452513966480445,0.1,2.0,9.0,1.0,0.0,0.0,157.0,65.0,41%,4.0,10.0,,,99.0,,,46.0,44.0,33.0,15.0,,,,,,,,,,0.18072289156626506,0.2186158050303943,31.12,23.0,151.0,,,,,,,,,,,,2,0,42,6.0,6,1
Bernard,20.0,Brazil,28.0,0.11152416356877322,23,23,0.01675977653631285,0.07,0.0,4.0,0.0,0.0,0.0,35.0,10.0,29%,2.0,5.0,,,81.0,,,14.0,43.0,19.0,4.0,,,,,,,,,,0.04819277108433735,0.07500975963415314,22.07,7.0,87.0,,,,,,,,,,,,7,0,36,2.0,6,1
Moise Kean,27.0,Italy,20.0,0.055762081784386616,9,13,0.00558659217877095,0.06,0.0,2.0,0.0,0.0,0.0,31.0,13.0,42%,0.0,4.0,,,6.0,,,5.0,5.0,1.0,1.0,,,,,,,,,,0.012048192771084338,0.007250013942334504,4.23,5.0,14.0,,,,,,,,,,,,1,0,28,4.0,6,1
Anthony Gordon,24.0,England,19.0,0.01858736059479554,3,4,0.06814937525333523,11.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,17%,0.0,0.0,,,11.0,,,2.0,8.0,1.0,0.0,,,,,,,,,,0.0,0.006246165858011265,10.27,0.0,7.0,,,,,,,,,,,,0,0,10,1.0,6,1
Marek Rodák,12.0,Slovakia,23.0,0.0,0,1,0.06814937525333523,,,,,,,119.5245283018868,,,,,0.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.09747423428654378,0.0013384641124309855,25.0,,,,,8.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0,0,0,,7,2
Fabri,31.0,Spain,32.0,0.0018587360594795538,0,2,0.06814937525333523,,,,,,,119.5245283018868,,,,,0.0,5.0,,,,,,,,,,,,,,,0.0,1.0,0.09747423428654378,0.0025653895488260557,23.5,,,,,16.0,16.0,0.0,0.0,1.0,1.0,3.0,14.0,14.0,0,0,0,,7,2
Alphonse Areola,1.0,France,27.0,0.0,0,1,0.06814937525333523,,,,,,,119.5245283018868,,,,,0.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.09747423428654378,0.0015615414645028163,29.0,,,,,4.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,3.0,0,0,0,,7,2
Michael Hector,3.0,Jamaica,28.0,0.0018587360594795538,0,2,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,7.0,3.0,67%,0.0,1.0,0.0,4.0,2.0,1.0,13.0,10.0,7.0,2.0,3.0,1.0,0.0,0.0,0.09747423428654378,0.007026936590262673,63.5,0.0,0.0,0%,0.0,12.0,,,,,,,,,1,0,3,0.0,7,0
Denis Odoi,4.0,Belgium,32.0,0.05947955390334572,7,21,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,3.0,69.0,49.0,71%,0.0,1.0,45.0,147.0,61.0,0.0,200.0,156.0,120.0,16.0,57.0,55.0,1.0,0.0,0.0,0.07991746137973342,43.45,1.0,16.0,25%,2.0,72.0,,,,,,,,,4,0,39,1.0,7,0
Tim Ream,13.0,United States,32.0,0.07249070631970259,9,24,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,5.0,78.0,42.0,57%,0.0,0.0,65.0,197.0,67.0,1.0,178.0,126.0,114.0,7.0,66.0,67.0,0.0,1.0,0.0,0.08454631643522391,37.92,1.0,3.0,33%,0.0,73.0,,,,,,,,,2,0,16,0.0,7,0
Maxime Le Marchand,20.0,France,30.0,0.046468401486988845,7,17,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,3.0,53.0,56.0,64%,0.0,3.0,54.0,122.0,48.0,0.0,164.0,129.0,106.0,10.0,56.0,45.0,0.0,1.0,0.0,0.07724053315487145,53.31,1.0,17.0,24%,1.0,91.0,,,,,,,,,5,0,28,3.0,7,0
Joe Bryan,23.0,England,27.0,0.05390334572490706,6,21,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,5.0,60.0,66.0,67%,0.0,7.0,37.0,74.0,35.0,0.0,135.0,147.0,115.0,18.0,32.0,37.0,0.0,1.0,0.0,0.057721264848586244,34.53,8.0,121.0,18%,1.0,54.0,,,,,,,,,5,0,27,2.0,7,0
Antonee Robinson,33.0,United States,23.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,7,0
Kenny Tete,2.0,Netherlands,24.0,0.0,0,1,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,4.0,3.0,67%,0.0,0.0,4.0,3.0,2.0,0.0,4.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0014500027884669009,27.0,1.0,6.0,50%,0.0,0.0,,,,,,,,,1,0,3,0.0,7,0
Ola Aina,34.0,Nigeria,23.0,0.0037174721189591076,3,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.0008365400702693659,5.33,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,7,0
Jean Michael Seri,24.0,Cote D'Ivoire,29.0,0.05762081784386617,6,21,0.0,0.03,0.0,1.0,0.0,0.0,0.0,19.0,6.0,32%,1.0,1.0,,,41.0,68%,,7.0,32.0,14.0,6.0,,158.0,93.0,112.0,16.0,14.0,20.0,,2.0,0.012048192771084338,0.08872901678657075,49.75,7.0,108.0,36%,2.0,98.0,,,,,,,,,6,0,32,1.0,7,3
Kevin McDonald,6.0,Scotland,31.0,0.07434944237918215,3,29,0.0,0.02,0.0,1.0,0.0,0.0,0.0,19.0,3.0,16%,1.0,0.0,,,60.0,70%,,7.0,43.0,37.0,11.0,,131.0,117.0,116.0,10.0,28.0,13.0,,0.0,0.0,0.07160783001505772,31.34,0.0,19.0,11%,8.0,115.0,,,,,,,,,9,1,33,2.0,7,3
Neeskens Kebano,7.0,The Democratic Republic Of Congo,28.0,0.01486988847583643,0,9,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,1.0,,0.0,6.0,3.0,33%,0.0,1.0,0.0,3.0,2.0,0.0,13.0,16.0,14.0,7.0,4.0,5.0,0.0,0.0,0.09747423428654378,0.003123082929005633,6.33,0.0,7.0,14%,0.0,0.0,,,,,,,,,0,0,3,1.0,7,3
Stefan Johansen,8.0,Norway,29.0,0.020446096654275093,1,9,0.06814937525333523,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1%,0.0,0.0,,,10.0,30%,,0.0,3.0,5.0,3.0,,35.0,17.0,18.0,2.0,3.0,6.0,,0.0,0.09747423428654378,0.013886565166471474,20.83,0.0,9.0,11%,0.0,13.0,,,,,,,,,4,0,6,0.0,7,3
Tom Cairney,10.0,Scotland,29.0,0.07806691449814125,7,28,0.00558659217877095,0.05,0.0,0.0,2.0,0.0,0.0,33.0,7.0,21%,2.0,0.0,,,57.0,63%,,11.0,32.0,22.0,5.0,,219.0,187.0,146.0,54.0,21.0,23.0,,0.0,0.0,0.10490212481177849,43.77,4.0,57.0,23%,9.0,104.0,,,,,,,,,2,0,22,0.0,7,3
Josh Onomah,25.0,England,23.0,0.026022304832713755,8,4,0.06814937525333523,15.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50%,0.0,0.0,,,10.0,90%,,1.0,1.0,2.0,0.0,,8.0,17.0,17.0,3.0,3.0,2.0,,0.0,0.09747423428654378,0.006023088505939435,7.27,0.0,5.0,5%,0.0,0.0,,,,,,,,,0,0,4,1.0,7,3
