Name,Jersey Number,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Club_encoded,Position_encoded
Michael Hector,3.0,Jamaica,28.0,2.0,0,2,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,7.0,3.0,67%,0.0,1.0,0.0,4.0,2.0,1.0,13.0,10.0,7.0,2.0,3.0,1.0,0.0,0.0,9.090361445783133,-0.8858667930927976,63.5,0.0,0.0,0%,0.0,12.0,,,,,,,,,1,0,3,0.0,7,0
Denis Odoi,4.0,Belgium,32.0,33.0,7,21,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,3.0,69.0,49.0,71%,0.0,1.0,45.0,147.0,61.0,0.0,200.0,156.0,120.0,16.0,57.0,55.0,1.0,0.0,1.0,-0.4440464688215052,43.45,1.0,16.0,25%,2.0,72.0,,,,,,,,,4,0,39,1.0,7,0
Tim Ream,13.0,United States,32.0,40.0,9,24,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,5.0,78.0,42.0,57%,0.0,0.0,65.0,197.0,67.0,1.0,178.0,126.0,114.0,7.0,66.0,67.0,0.0,1.0,1.0,-0.4159890190016757,37.92,1.0,3.0,33%,0.0,73.0,,,,,,,,,2,0,16,0.0,7,0
Maxime Le Marchand,20.0,France,30.0,26.0,7,17,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,3.0,53.0,56.0,64%,0.0,3.0,54.0,122.0,48.0,0.0,164.0,129.0,106.0,10.0,56.0,45.0,0.0,1.0,1.0,-0.46027246389803317,53.31,1.0,17.0,24%,1.0,91.0,,,,,,,,,5,0,28,3.0,7,0
Joe Bryan,23.0,England,27.0,30.0,6,21,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,5.0,60.0,66.0,67%,0.0,7.0,37.0,74.0,35.0,0.0,135.0,147.0,115.0,18.0,32.0,37.0,0.0,1.0,1.0,-0.5785870113310495,34.53,8.0,121.0,18%,1.0,54.0,,,,,,,,,5,0,27,2.0,7,0
Antonee Robinson,33.0,United States,23.0,81.7006237006237,0,0,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,7,0
Kenny Tete,2.0,Netherlands,24.0,1.0,0,1,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,4.0,3.0,67%,0.0,0.0,4.0,3.0,2.0,0.0,4.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,-0.9196709495022308,27.0,1.0,6.0,50%,0.0,0.0,,,,,,,,,1,0,3,0.0,7,0
Ola Aina,34.0,Nigeria,23.0,3.0,3,0,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,-0.9233894067072684,5.33,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,7,0
Jean Michael Seri,24.0,Cote D'Ivoire,29.0,32.0,6,21,-0.7889451060853704,0.03,0.0,1.0,0.0,0.0,0.0,-0.986203326154703,6.0,32%,1.0,1.0,,,41.0,68%,,7.0,32.0,14.0,6.0,,158.0,93.0,112.0,16.0,14.0,20.0,,2.0,2.0,-0.3906359016946007,49.75,7.0,108.0,36%,2.0,98.0,,,,,,,,,6,0,32,1.0,7,3
Kevin McDonald,6.0,Scotland,31.0,41.0,3,29,-0.7889451060853704,0.02,0.0,1.0,0.0,0.0,0.0,-0.986203326154703,3.0,16%,1.0,0.0,,,60.0,70%,,7.0,43.0,37.0,11.0,,131.0,117.0,116.0,10.0,28.0,13.0,,0.0,1.0,-0.49441466187156075,31.34,0.0,19.0,11%,8.0,115.0,,,,,,,,,9,1,33,2.0,7,3
Neeskens Kebano,7.0,The Democratic Republic Of Congo,28.0,9.0,0,9,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,1.0,,0.0,6.0,3.0,33%,0.0,1.0,0.0,3.0,2.0,0.0,13.0,16.0,14.0,7.0,4.0,5.0,0.0,0.0,9.090361445783133,-0.9095297025794008,6.33,0.0,7.0,14%,0.0,0.0,,,,,,,,,0,0,3,1.0,7,3
Stefan Johansen,8.0,Norway,29.0,12.0,1,9,1.148846721304978e-16,12.0,0.0,0.0,0.0,0.0,0.0,-1.1627936585905276,0.0,1%,0.0,0.0,,,10.0,30%,,0.0,3.0,5.0,3.0,,35.0,17.0,18.0,2.0,3.0,6.0,,0.0,9.090361445783133,-0.8442876807091947,20.83,0.0,9.0,11%,0.0,13.0,,,,,,,,,4,0,6,0.0,7,3
Tom Cairney,10.0,Scotland,29.0,43.0,7,28,-0.724270785260684,0.05,0.0,0.0,2.0,0.0,0.0,-0.8488552898157282,7.0,21%,2.0,0.0,,,57.0,63%,,11.0,32.0,22.0,5.0,,219.0,187.0,146.0,54.0,21.0,23.0,,0.0,1.0,-0.2926038481072444,43.77,4.0,57.0,23%,9.0,104.0,,,,,,,,,2,0,22,0.0,7,3
Josh Onomah,25.0,England,23.0,15.0,8,4,1.148846721304978e-16,15.0,0.0,0.0,0.0,0.0,0.0,-1.1333619365178902,2.0,50%,0.0,0.0,,,10.0,90%,,1.0,1.0,2.0,0.0,,8.0,17.0,17.0,3.0,3.0,2.0,,0.0,9.090361445783133,-0.8919515412464956,7.27,0.0,5.0,5%,0.0,0.0,,,,,,,,,0,0,4,1.0,7,3
André-Frank Zambo Anguissa,29.0,Cameroon,24.0,24.0,4,18,1.148846721304978e-16,24.0,0.0,0.0,0.0,0.0,0.0,-0.9567716040820655,5.0,23%,0.0,0.0,,,54.0,59%,,10.0,37.0,30.0,15.0,,135.0,148.0,151.0,52.0,24.0,32.0,,0.0,1.0,-0.5525578108957859,46.38,1.0,3.0,33%,0.0,38.0,,,,,,,,,1,1,26,2.0,7,3
Mario Lemina,18.0,Gabon,27.0,47.0,8,22,-0.724270785260684,0.04,0.0,2.0,0.0,0.0,0.0,-0.701696679452541,10.0,21%,2.0,0.0,,,105.0,69%,,12.0,80.0,63.0,35.0,,260.0,278.0,207.0,78.0,55.0,30.0,,1.0,2.0,-0.32471779669620593,38.02,3.0,19.0,21%,9.0,87.0,,,,,,,,,7,0,60,3.0,7,3
Harrison Reed,21.0,England,25.0,19.0,9,5,1.148846721304978e-16,19.0,0.0,0.0,0.0,0.0,0.0,-1.1137407884694652,3.0,50%,0.0,0.0,,,36.0,83%,,1.0,26.0,14.0,3.0,,45.0,60.0,64.0,2.0,7.0,21.0,,0.0,9.090361445783133,-0.7871586563772526,22.05,0.0,4.0,4%,0.0,14.0,,,,,,,,,0,0,8,0.0,7,3
Tyrese Francois,35.0,Australia,20.0,81.7006237006237,0,0,1.148846721304978e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3941664213081824e-16,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,7,3
Aleksandar Mitrovic,9.0,Serbia,26.0,79.0,17,46,0.633889952057731,0.29,11.0,10.0,2.0,4.0,0.0,0.9955326267362183,85.0,38%,7.0,24.0,,,44.0,,,46.0,13.0,88.0,76.0,,,,,,,,,,7.0,-0.306463552235112,23.3,6.0,14.0,,,,,,,,,,,,12,2,117,51.0,7,1
Bobby De Cordova-Reid,14.0,Jamaica,27.0,29.0,7,19,-0.46557350196193825,0.21,0.0,5.0,1.0,1.0,0.0,-0.8880975859125781,10.0,34%,0.0,1.0,,,17.0,,,8.0,3.0,12.0,4.0,,,,,,,,,,2.0,-0.8192726049662141,11.17,1.0,7.0,,,,,,,,,,,,0,0,6,11.0,7,1
Ivan Cavaleiro,17.0,Portugal,26.0,25.0,10,11,-0.6595964644359975,0.12,0.0,3.0,0.0,0.0,0.0,-1.0450667702999779,4.0,31%,2.0,1.0,,,6.0,,,2.0,7.0,5.0,3.0,,,,,,,,,,1.0,-0.8081172333511011,14.28,2.0,59.0,,,,,,,,,,,,1,0,15,6.0,7,1
Aboubakar Kamara,47.0,France,25.0,15.0,2,10,-0.6595964644359975,0.2,0.0,3.0,0.0,1.0,0.0,-0.9567716040820655,10.0,45%,0.0,4.0,,,8.0,,,0.0,1.0,5.0,2.0,,,,,,,,,,9.090361445783133,-0.8402311819400627,17.47,1.0,20.0,,,,,,,,,,,,2,0,26,7.0,7,1
Kiko Casilla,13.0,Spain,33.0,81.7006237006237,0,0,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,8,2
Elia Caprile,25.0,Italy,19.0,81.7006237006237,0,0,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,8,2
Luke Ayling,2.0,England,29.0,2.0,1,1,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,7.0,10.0,60%,0.0,0.0,0.0,4.0,2.0,0.0,9.0,17.0,10.0,5.0,1.0,2.0,0.0,0.0,9.090361445783133,-0.8922895828105899,54.0,0.0,3.0,3%,1.0,9.0,,,,,,,,,0,0,1,0.0,8,0
Barry Douglas,3.0,Scotland,31.0,81.7006237006237,0,0,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,0
Liam Cooper,6.0,Scotland,29.0,3.0,1,2,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,10.0,3.0,100%,0.0,0.0,6.0,23.0,4.0,0.0,9.0,14.0,6.0,2.0,7.0,5.0,0.0,0.0,9.090361445783133,-0.9051351622461745,23.33,0.0,0.0,0%,0.0,8.0,,,,,,,,,0,0,1,0.0,8,0
Pascal Struijk,21.0,Netherlands,21.0,1.0,0,1,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,4.0,4.0,25%,0.0,0.0,3.0,11.0,4.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,9.090361445783133,-0.9088536194512121,59.0,0.0,0.0,0%,0.0,8.0,,,,,,,,,0,0,0,0.0,8,0
Leif Davis,24.0,England,20.0,81.7006237006237,0,0,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,0
Robin Koch,5.0,Germany,24.0,2.0,1,1,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,7.0,5.0,80%,1.0,1.0,2.0,5.0,3.0,0.0,10.0,17.0,12.0,0.0,10.0,9.0,0.0,0.0,9.090361445783133,-0.8926276243746842,53.5,0.0,0.0,0%,0.0,4.0,,,,,,,,,0,0,3,0.0,8,0
Oliver Casey,49.0,England,19.0,81.7006237006237,0,0,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,0
Charlie Cresswell,35.0,England,17.0,81.7006237006237,0,0,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,0
Robbie Gotts,36.0,England,20.0,81.7006237006237,0,0,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,0
Adam Forshaw,4.0,England,28.0,35.0,6,16,1.148846721304978e-16,35.0,0.0,0.0,0.0,0.0,0.0,-0.8979081599367906,6.0,21%,0.0,2.0,,,62.0,69%,,9.0,36.0,23.0,10.0,,176.0,133.0,169.0,22.0,17.0,41.0,,0.0,1.0,-0.4707517523849575,38.71,3.0,51.0,20%,8.0,99.0,,,,,,,,,4,0,33,1.0,8,3
Ezgjan Alioski,10.0,,,1.0,1,0,1.148846721304978e-16,1.0,0.0,0.0,0.0,0.0,0.0,-1.1627936585905276,1.0,100%,0.0,0.0,,,1.0,100%,,0.0,1.0,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,1.0,,0.0,9.090361445783133,-0.9250796145277401,11.0,0.0,1.0,1%,0.0,0.0,,,,,,,,,0,0,1,0.0,8,3
Stuart Dallas,15.0,Northern Ireland,29.0,2.0,1,1,1.148846721304978e-16,2.0,0.0,0.0,0.0,0.0,0.0,1.3941664213081824e-16,0.0,0%,0.0,0.0,,,12.0,67%,,0.0,4.0,7.0,2.0,,18.0,19.0,5.0,2.0,1.0,0.0,,0.0,9.090361445783133,-0.8946558737592502,50.5,0.0,1.0,1%,1.0,7.0,,,,,,,,,0,0,0,0.0,8,3
Pablo Hernández,19.0,Spain,35.0,58.0,15,26,-0.5302478227866247,0.09,0.0,4.0,1.0,0.0,0.0,-0.40737945872616654,21.0,27%,1.0,2.0,,,56.0,68%,,23.0,54.0,26.0,7.0,,203.0,159.0,254.0,54.0,6.0,33.0,,0.0,13.0,-0.13744277018794585,40.36,12.0,183.0,17%,24.0,135.0,,,,,,,,,5,0,29,10.0,8,3
Kalvin Phillips,23.0,England,24.0,2.0,1,1,1.148846721304978e-16,2.0,0.0,0.0,0.0,0.0,0.0,-1.1627936585905276,0.0,1%,0.0,0.0,,,8.0,63%,,0.0,4.0,6.0,0.0,,15.0,12.0,7.0,0.0,2.0,2.0,,0.0,1.0,-0.8976982478360992,46.0,0.0,10.0,40%,0.0,7.0,,,,,,,,,0,0,0,0.0,8,3
Mateusz Klich,43.0,Poland,30.0,2.0,1,1,-0.724270785260684,1.0,0.0,2.0,0.0,1.0,0.0,-1.1529830845663152,2.0,100%,0.0,0.0,,,6.0,83%,,0.0,4.0,2.0,1.0,,16.0,11.0,18.0,1.0,3.0,2.0,,0.0,1.0,-0.8976982478360992,46.0,0.0,3.0,3%,0.0,1.0,,,,,,,,,1,0,5,1.0,8,3
Jamie Shackleton,46.0,England,20.0,1.0,0,1,1.148846721304978e-16,1.0,0.0,0.0,0.0,0.0,0.0,1.3941664213081824e-16,0.0,0%,0.0,0.0,,,1.0,100%,,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,1.0,0.0,0.0,,0.0,9.090361445783133,-0.9277839470404947,3.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,3
Jack Harrison,22.0,England,23.0,2.0,1,1,-0.7889451060853704,0.5,0.0,1.0,0.0,0.0,0.0,-1.1431725105421027,1.0,33%,0.0,0.0,,,3.0,67%,,1.0,2.0,0.0,0.0,,7.0,11.0,15.0,3.0,2.0,2.0,,0.0,9.090361445783133,-0.9129101182203442,23.5,0.0,4.0,25%,0.0,0.0,,,,,,,,,0,0,1,3.0,8,3
Alfie McCalmont,38.0,Northern Ireland,20.0,81.7006237006237,0,0,1.148846721304978e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3941664213081824e-16,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,3
Mateusz Bogusz,44.0,Poland,19.0,81.7006237006237,0,0,1.148846721304978e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3941664213081824e-16,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,3
Ian Poveda-Ocampo,7.0,England,20.0,81.7006237006237,0,0,1.148846721304978e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3941664213081824e-16,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,9.090361445783133,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,8,1
Patrick Bamford,9.0,England,27.0,29.0,4,20,-0.6595964644359975,0.1,1.0,2.0,0.0,0.0,0.0,-0.9763927521304905,9.0,45%,1.0,2.0,,,14.0,,,6.0,6.0,9.0,5.0,,,,,,,,,,1.0,-0.8635560498625716,6.66,0.0,8.0,,,,,,,,,,,,1,0,23,7.0,8,1
Tyler Roberts,11.0,Wales,21.0,3.0,1,1,1.148846721304978e-16,3.0,0.0,0.0,0.0,0.0,0.0,-1.1529830845663152,1.0,50%,0.0,0.0,,,1.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,9.090361445783133,-0.9176427001176648,11.0,0.0,2.0,,,,,,,,,,,,1,0,3,0.0,8,1
Joe Gelhardt,30.0,England,18.0,81.7006237006237,0,0,1.148846721304978e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3941664213081824e-16,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,9.090361445783133,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,8,1
Rodrigo Moreno,20.0,Spain,29.0,19.0,4,12,-0.7889451060853704,0.05,0.0,0.0,1.0,0.0,0.0,-0.9763927521304905,5.0,25%,1.0,0.0,,,15.0,,,6.0,12.0,5.0,2.0,,,,,,,,,,1.0,-0.8645701745548546,10.0,5.0,26.0,,,,,,,,,,,,0,0,9,2.0,8,1
Kasper Schmeichel,1.0,Denmark,33.0,211.0,91,69,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,65.0,264.0,,,,,,,,,,,,,,,1.0,6.0,9.090361445783133,1.1663835425238938,29.37,,,,,1880.0,599.0,5.0,101.0,158.0,84.0,142.0,655.0,1718.0,11,0,0,,9,2
Danny Ward,12.0,Wales,27.0,2.0,1,1,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,0.0,4.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,-0.9122340350921555,24.5,,,,,8.0,9.0,0.0,0.0,2.0,3.0,2.0,8.0,12.0,0,0,0,,9,2
Eldin Jakupovic,35.0,Switzerland,35.0,28.0,9,13,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,6.0,47.0,,,,,,,,,,,,,,,0.0,1.0,9.090361445783133,-0.6688441089442362,27.46,,,,,202.0,94.0,2.0,15.0,20.0,11.0,19.0,110.0,269.0,0,0,0,,9,2
James Justin,2.0,England,22.0,15.0,8,4,-0.7889451060853704,,0.0,1.0,0.0,,,1.3941664213081824e-16,,,1.0,,5.0,16.0,39.0,49%,0.0,2.0,15.0,28.0,17.0,0.0,75.0,96.0,90.0,8.0,24.0,42.0,1.0,0.0,1.0,-0.6610691529700666,52.8,1.0,46.0,17%,0.0,24.0,,,,,,,,,2,0,11,1.0,9,0
Çaglar Söyüncü,4.0,Turkey,24.0,42.0,20,11,-0.7889451060853704,,1.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,13.0,39.0,69.0,65%,0.0,2.0,52.0,180.0,88.0,1.0,222.0,237.0,140.0,19.0,130.0,73.0,0.0,1.0,1.0,-0.017438014934457877,64.19,1.0,6.0,17%,0.0,124.0,,,,,,,,,5,1,39,1.0,9,0
Wes Morgan,5.0,Jamaica,36.0,168.0,70,60,-0.3362248603125654,,5.0,1.0,2.0,,,1.3941664213081824e-16,,,0.0,,41.0,217.0,200.0,67%,3.0,22.0,313.0,879.0,526.0,1.0,585.0,797.0,493.0,44.0,503.0,310.0,2.0,2.0,2.0,0.570416265025586,26.4,1.0,6.0,33%,2.0,220.0,,,,,,,,,12,3,129,5.0,9,0
Jonny Evans,6.0,Northern Ireland,32.0,297.0,145,86,-0.14220189783850612,,7.0,4.0,0.0,,,1.3941664213081824e-16,,,2.0,,82.0,297.0,457.0,72%,3.0,22.0,585.0,1843.0,777.0,4.0,1587.0,1417.0,825.0,86.0,641.0,399.0,5.0,5.0,9.0,3.546872236876182,44.58,5.0,59.0,34%,9.0,1004.0,,,,,,,,,44,3,239,3.0,9,0
Filip Benkovic,16.0,Croatia,23.0,81.7006237006237,0,0,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,9,0
Daniel Amartey,18.0,Ghana,25.0,46.0,17,19,-0.7889451060853704,,1.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,8.0,53.0,68.0,62%,0.0,3.0,50.0,76.0,44.0,0.0,248.0,153.0,156.0,9.0,59.0,51.0,0.0,0.0,1.0,-0.4322150140782036,31.93,0.0,6.0,17%,0.0,72.0,,,,,,,,,5,1,41,1.0,9,0
Ricardo Pereira,21.0,Portugal,26.0,63.0,29,24,-0.5302478227866247,,0.0,3.0,2.0,,,1.3941664213081824e-16,,,1.0,,20.0,72.0,237.0,57%,3.0,13.0,109.0,180.0,93.0,0.0,387.0,557.0,459.0,128.0,108.0,123.0,0.0,0.0,8.0,0.1204829432160297,49.27,15.0,164.0,15%,7.0,102.0,,,,,,,,,8,0,86,2.0,9,0
Christian Fuchs,28.0,Austria,34.0,107.0,48,32,-0.724270785260684,,0.0,1.0,1.0,,,1.3941664213081824e-16,,,1.0,,29.0,127.0,255.0,77%,1.0,16.0,248.0,365.0,197.0,1.0,615.0,513.0,423.0,32.0,201.0,153.0,1.0,1.0,9.0,0.4406083044133624,37.86,11.0,325.0,23%,5.0,276.0,,,,,,,,,15,0,79,2.0,9,0
Luke Thomas,33.0,England,19.0,3.0,1,2,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,1.0,4.0,1.0,1%,0.0,0.0,3.0,7.0,6.0,0.0,12.0,12.0,15.0,3.0,5.0,8.0,0.0,0.0,1.0,-0.8770777124263449,51.0,0.0,16.0,56%,0.0,6.0,,,,,,,,,0,0,1,0.0,9,0
Timothy Castagne,27.0,Belgium,24.0,2.0,2,0,-0.7889451060853704,,1.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,1.0,2.0,4.0,25%,0.0,0.0,3.0,3.0,1.0,0.0,8.0,11.0,6.0,1.0,6.0,5.0,0.0,0.0,1.0,-0.8855287515287033,64.0,0.0,6.0,6%,0.0,1.0,,,,,,,,,0,0,1,0.0,9,0
Demarai Gray,7.0,England,24.0,132.0,53,50,-0.20687621866319253,0.08,0.0,8.0,1.0,0.0,0.0,0.18125498272658233,47.0,34%,2.0,9.0,,,76.0,64%,,45.0,39.0,39.0,9.0,,312.0,311.0,401.0,138.0,24.0,102.0,,1.0,9.0,-0.27975826867165976,14.55,13.0,263.0,18%,10.0,73.0,,,,,,,,,7,0,36,12.0,9,3
Youri Tielemans,8.0,Belgium,23.0,52.0,25,17,-0.46557350196193825,0.12,1.0,3.0,2.0,0.0,0.0,-0.29946314445982924,27.0,30%,1.0,1.0,,,71.0,55%,,28.0,32.0,23.0,10.0,,279.0,218.0,216.0,44.0,39.0,44.0,,0.0,10.0,-0.051918254472079775,49.88,14.0,114.0,17%,24.0,152.0,,,,,,,,,4,0,43,1.0,9,3
James Maddison,10.0,England,23.0,69.0,31,25,-0.012853256189133242,0.19,0.0,11.0,2.0,1.0,4.0,0.36765588918661946,46.0,29%,2.0,11.0,,,107.0,58%,,54.0,21.0,10.0,4.0,,291.0,394.0,328.0,101.0,18.0,58.0,,0.0,10.0,0.05591700447401223,42.22,21.0,429.0,30%,41.0,152.0,,,,,,,,,7,1,62,6.0,9,3
Marc Albrighton,11.0,England,30.0,258.0,91,94,0.24584402710961248,0.07,2.0,13.0,2.0,0.0,1.0,0.9857220527120059,70.0,32%,5.0,13.0,,,425.0,75%,,75.0,261.0,169.0,45.0,,1232.0,962.0,1124.0,284.0,69.0,184.0,,0.0,37.0,0.9632205625032001,21.69,60.0,1593.0,20%,33.0,363.0,,,,,,,,,32,1,167,17.0,9,3
Harvey Barnes,15.0,England,22.0,57.0,26,21,-0.3362248603125654,0.14,0.0,7.0,1.0,0.0,0.0,-0.0738199419029422,43.0,38%,0.0,12.0,,,28.0,68%,,32.0,11.0,9.0,5.0,,138.0,180.0,192.0,78.0,37.0,51.0,,0.0,11.0,-0.5626990578186158,19.0,9.0,67.0,12%,8.0,19.0,,,,,,,,,0,0,30,6.0,9,3
Hamza Choudhury,20.0,England,22.0,37.0,16,13,-0.7889451060853704,0.03,0.0,1.0,0.0,0.0,0.0,-1.0450667702999779,4.0,31%,0.0,1.0,,,50.0,46%,,6.0,47.0,28.0,10.0,,106.0,86.0,96.0,5.0,17.0,17.0,,0.0,2.0,-0.6245606640478787,24.32,2.0,8.0,13%,1.0,41.0,,,,,,,,,3,1,24,0.0,9,3
Matty James,22.0,England,29.0,42.0,12,21,1.148846721304978e-16,42.0,0.0,0.0,0.0,0.0,0.0,-0.7998024196946658,8.0,21%,1.0,4.0,,,61.0,77%,,14.0,67.0,62.0,31.0,,197.0,172.0,146.0,25.0,62.0,48.0,,0.0,1.0,-0.502865700973919,30.0,3.0,110.0,28%,2.0,57.0,,,,,,,,,4,1,34,0.0,9,3
