Name,Jersey Number,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Club_encoded,Position_encoded
Adrien Silva,23.0,Portugal,31.0,14.0,4,7,1.148846721304978e-16,14.0,0.0,0.0,0.0,0.0,0.0,-1.0646879183484028,2.0,18%,0.0,0.0,,,24.0,63%,,5.0,15.0,1.0,1.0,,63.0,52.0,75.0,7.0,11.0,21.0,,0.0,1.0,-0.7557207909164796,36.57,1.0,4.0,4%,3.0,26.0,,,,,,,,,3,0,9,0.0,9,3
Wilfred Ndidi,25.0,Nigeria,23.0,122.0,52,44,-0.46557350196193825,0.05,1.0,4.0,1.0,0.0,0.0,0.32841359308976953,24.0,16%,5.0,4.0,,,482.0,62%,,42.0,253.0,297.0,145.0,,1022.0,1066.0,866.0,103.0,398.0,331.0,,1.0,5.0,1.1606368359342902,50.66,3.0,27.0,4%,15.0,284.0,,,,,,,,,20,2,189,5.0,9,3
Dennis Praet,26.0,Belgium,26.0,29.0,13,11,-0.724270785260684,0.07,0.0,2.0,0.0,0.0,0.0,-0.966582178106278,5.0,24%,1.0,0.0,,,37.0,49%,,10.0,20.0,12.0,5.0,,85.0,72.0,89.0,15.0,7.0,16.0,,0.0,3.0,-0.724620967019801,20.83,4.0,25.0,12%,2.0,21.0,,,,,,,,,2,0,20,1.0,9,3
Rachid Ghezzal,31.0,Algeria,28.0,19.0,5,12,-0.7889451060853704,0.05,0.0,0.0,1.0,0.0,0.0,-0.986203326154703,5.0,26%,1.0,1.0,,,14.0,,,10.0,7.0,3.0,2.0,,,,,,,,,,9.090361445783133,-0.7861445316849696,22.21,3.0,45.0,,,,,,,,,,,,3,0,13,0.0,9,3
Nampalys Mendy,24.0,France,28.0,44.0,20,16,1.148846721304978e-16,44.0,0.0,0.0,0.0,0.0,0.0,-1.1431725105421027,1.0,33%,0.0,0.0,,,45.0,58%,,1.0,37.0,30.0,7.0,,198.0,141.0,113.0,21.0,17.0,24.0,,1.0,9.090361445783133,-0.4017912733097137,35.43,0.0,6.0,67%,2.0,66.0,,,,,,,,,7,0,34,0.0,9,3
Cengiz Ünder,,Turkey,23.0,81.7006237006237,0,0,1.148846721304978e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3941664213081824e-16,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,9,3
Jamie Vardy,9.0,England,33.0,213.0,86,77,5.937184259682018,0.49,12.0,66.0,27.0,20.0,0.0,3.3206386704745765,223.0,49%,15.0,78.0,,,124.0,,,82.0,59.0,90.0,62.0,,,,,,,,,,29.0,0.07214299955054018,13.9,50.0,256.0,,,,,,,,,,,,20,3,179,195.0,9,1
Islam Slimani,13.0,Algeria,32.0,39.0,14,18,-0.3362248603125654,0.21,5.0,3.0,0.0,1.0,0.0,-0.7605601235978159,17.0,40%,2.0,9.0,,,14.0,,,5.0,4.0,6.0,4.0,,,,,,,,,,5.0,-0.732733964558065,14.87,2.0,10.0,,,,,,,,,,,,2,0,30,15.0,9,1
Kelechi Iheanacho,14.0,Nigeria,23.0,117.0,42,45,0.5045413104083583,0.18,4.0,3.0,13.0,0.0,0.0,0.13220211260551992,56.0,42%,2.0,17.0,,,38.0,,,39.0,11.0,21.0,13.0,,,,,,,,,,13.0,-0.4802169161795988,11.34,15.0,27.0,,,,,,,,,,,,6,0,80,30.0,9,1
Ayoze Pérez,17.0,Spain,27.0,178.0,58,79,1.7980277269020868,0.23,6.0,29.0,6.0,1.0,0.0,1.5253036240436924,114.0,41%,5.0,22.0,,,240.0,,,60.0,137.0,96.0,41.0,,,,,,,,,,13.0,0.2323747009312537,19.3,26.0,197.0,,,,,,,,,,,,9,0,182,46.0,9,1
Fousseni Diabaté,27.0,Mali,24.0,15.0,3,7,1.148846721304978e-16,15.0,0.0,0.0,0.0,0.0,0.0,-1.1137407884694652,2.0,33%,0.0,1.0,,,11.0,55%,,0.0,8.0,7.0,5.0,,35.0,57.0,53.0,16.0,15.0,13.0,,0.0,1.0,-0.8473300547860437,16.07,0.0,12.0,33%,1.0,4.0,,,,,,,,,1,0,1,2.0,9,1
Loris Karius,22.0,Germany,27.0,29.0,17,4,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,13.0,26.0,,,,,,,,,,,,,,,0.0,2.0,9.090361445783133,-0.6620832776623495,27.21,,,,,124.0,51.0,1.0,15.0,14.0,7.0,17.0,144.0,150.0,1,0,2,,10,2
Alisson,1.0,Brazil,27.0,69.0,55,4,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,35.0,48.0,,,,,,,,,,,,,,,0.0,4.0,1.0,-0.2784061024152824,27.88,,,,,302.0,137.0,1.0,26.0,20.0,12.0,36.0,361.0,388.0,1,1,1,,10,2
Adrián,13.0,Spain,33.0,136.0,56,44,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,37.0,177.0,,,,,,,,,,,,,,,0.0,9.0,9.090361445783133,0.2208812877520464,25.01,,,,,1086.0,454.0,5.0,54.0,150.0,53.0,108.0,531.0,1243.0,10,2,5,,10,2
Caoimhin Kelleher,62.0,Ireland,21.0,81.7006237006237,0,0,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,10,2
Kamil Grabara,73.0,Poland,21.0,81.7006237006237,0,0,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,10,2
Virgil van Dijk,4.0,Netherlands,29.0,159.0,98,30,0.051821064635553186,,11.0,0.0,3.0,,,1.3941664213081824e-16,,,12.0,,61.0,145.0,184.0,70%,4.0,27.0,278.0,924.0,528.0,2.0,837.0,1083.0,397.0,41.0,776.0,269.0,0.0,3.0,3.0,2.638892595718805,66.38,13.0,3.0,33%,11.0,737.0,,,,,,,,,8,1,88,4.0,10,0
Joseph Gomez,12.0,England,23.0,73.0,52,6,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,31.0,49.0,111.0,74%,1.0,4.0,100.0,166.0,78.0,0.0,406.0,322.0,245.0,39.0,140.0,109.0,0.0,0.0,3.0,0.5541902699490581,60.1,2.0,68.0,24%,2.0,196.0,,,,,,,,,15,0,58,1.0,10,0
Andrew Robertson,26.0,Scotland,26.0,153.0,86,36,-0.5949221436113111,,2.0,0.0,2.0,,,1.3941664213081824e-16,,,3.0,,44.0,158.0,270.0,63%,4.0,19.0,191.0,282.0,114.0,3.0,880.0,522.0,466.0,109.0,92.0,97.0,0.0,1.0,33.0,1.8810034090193124,54.33,40.0,655.0,17%,8.0,324.0,,,,,,,,,20,0,80,11.0,10,0
Joel Matip,32.0,Cameroon,29.0,86.0,58,7,-0.5949221436113111,,3.0,1.0,0.0,,,1.3941664213081824e-16,,,4.0,,29.0,69.0,134.0,70%,0.0,10.0,125.0,362.0,205.0,1.0,419.0,428.0,201.0,21.0,233.0,94.0,0.0,2.0,9.090361445783133,0.8455820981983725,61.03,2.0,6.0,6%,6.0,258.0,,,,,,,,,9,0,52,1.0,10,0
Trent Alexander-Arnold,66.0,England,21.0,95.0,74,8,-0.46557350196193825,,0.0,6.0,0.0,,,1.3941664213081824e-16,,,3.0,,31.0,69.0,158.0,64%,1.0,27.0,114.0,184.0,64.0,1.0,546.0,264.0,319.0,57.0,31.0,73.0,0.0,1.0,26.0,0.870597173941353,56.03,32.0,708.0,23%,11.0,394.0,,,,,,,,,11,0,50,10.0,10,0
Neco Williams,76.0,Wales,19.0,6.0,4,1,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,2.0,5.0,60%,0.0,5.0,9.0,3.0,1.0,0.0,16.0,19.0,15.0,6.0,6.0,3.0,0.0,0.0,9.090361445783133,-0.8723451305290243,27.83,0.0,14.0,29%,1.0,11.0,,,,,,,,,1,0,5,0.0,10,0
Konstantinos Tsimikas,21.0,Greece,24.0,81.7006237006237,0,0,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,10,0
Nathaniel Phillips,47.0,England,23.0,81.7006237006237,0,0,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,10,0
Sepp van den Berg,72.0,Netherlands,18.0,81.7006237006237,0,0,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,10,0
Fabinho,3.0,Brazil,26.0,58.0,46,4,-0.6595964644359975,0.05,1.0,2.0,0.0,0.0,0.0,-0.8880975859125781,8.0,28%,0.0,1.0,,,126.0,55%,,11.0,67.0,43.0,17.0,,292.0,293.0,242.0,19.0,99.0,69.0,,0.0,5.0,0.18369671570166984,56.74,4.0,19.0,37%,5.0,157.0,,,,,,,,,12,0,63,0.0,10,3
Georginio Wijnaldum,5.0,Netherlands,29.0,181.0,111,32,0.7632385937071039,0.14,8.0,16.0,1.0,1.0,0.0,1.0249643488088558,86.0,38%,2.0,16.0,,,200.0,68%,,55.0,117.0,124.0,68.0,,989.0,696.0,725.0,194.0,142.0,197.0,,2.0,16.0,1.6413319400764308,42.01,15.0,67.0,24%,13.0,240.0,,,,,,,,,7,0,84,15.0,10,3
James Milner,7.0,England,34.0,539.0,272,133,2.7034682184476972,0.1,1.0,38.0,8.0,17.0,4.0,3.693440483394651,151.0,30%,7.0,14.0,,,803.0,77%,,174.0,437.0,423.0,126.0,,1751.0,1843.0,2223.0,310.0,337.0,514.0,,2.0,84.0,4.53767206123667,30.0,46.0,2247.0,23%,110.0,882.0,,,,,,,,,65,3,438,45.0,10,3
Naby Keita,8.0,Guinea,25.0,45.0,36,2,-0.5949221436113111,0.09,1.0,3.0,0.0,0.0,0.0,-0.7801812716462408,17.0,43%,1.0,4.0,,,69.0,42%,,11.0,25.0,17.0,6.0,,202.0,164.0,174.0,50.0,20.0,31.0,,0.0,4.0,-0.3338449189267529,39.11,6.0,12.0,12%,12.0,32.0,,,,,,,,,1,0,35,1.0,10,3
Jordan Henderson,14.0,England,30.0,342.0,185,79,1.086610197830536,0.09,1.0,22.0,7.0,1.0,2.0,2.2022332317143536,99.0,29%,9.0,16.0,,,673.0,71%,,98.0,437.0,336.0,130.0,,1878.0,1182.0,1223.0,135.0,243.0,241.0,,1.0,46.0,5.132963255606789,52.43,49.0,792.0,23%,129.0,1188.0,,,,,,,,,34,2,299,29.0,10,3
Alex Oxlade-Chamberlain,15.0,England,27.0,196.0,114,41,0.18116970628492604,0.08,0.0,14.0,2.0,0.0,0.0,1.152501811123618,65.0,27%,8.0,11.0,,,188.0,74%,,87.0,133.0,75.0,25.0,,566.0,707.0,704.0,344.0,76.0,131.0,,3.0,22.0,0.6160518761783208,23.32,27.0,421.0,20%,53.0,250.0,,,,,,,,,10,0,104,13.0,10,3
Marko Grujic,16.0,Serbia,24.0,8.0,4,3,1.148846721304978e-16,8.0,0.0,0.0,0.0,0.0,0.0,-1.1333619365178902,2.0,50%,0.0,0.0,,,3.0,67%,,0.0,0.0,0.0,0.0,,3.0,12.0,7.0,2.0,5.0,3.0,,0.0,9.090361445783133,-0.9129101182203442,5.88,0.0,0.0,0%,0.0,0.0,,,,,,,,,1,0,2,0.0,10,3
Curtis Jones,17.0,England,19.0,7.0,6,0,-0.7889451060853704,0.14,0.0,1.0,0.0,0.0,0.0,-1.1137407884694652,2.0,33%,0.0,0.0,,,4.0,100%,,1.0,2.0,0.0,0.0,,17.0,9.0,18.0,3.0,2.0,5.0,,0.0,9.090361445783133,-0.8804581280672883,20.43,0.0,0.0,0%,0.0,3.0,,,,,,,,,0,0,4,0.0,10,3
Harry Wilson,59.0,Wales,23.0,31.0,7,19,-0.4008991811372518,0.23,0.0,0.0,7.0,0.0,2.0,-0.6232120872588411,20.0,36%,1.0,2.0,,,23.0,57%,,25.0,11.0,11.0,5.0,,85.0,87.0,92.0,17.0,6.0,22.0,,0.0,9.090361445783133,-0.7344241723785367,18.55,4.0,35.0,11%,6.0,42.0,,,,,,,,,2,0,12,1.0,10,3
Harvey Elliott,67.0,England,17.0,4.0,2,2,1.148846721304978e-16,4.0,0.0,0.0,0.0,0.0,0.0,-1.1627936585905276,1.0,100%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,1.0,0.0,0.0,,0.0,9.090361445783133,-0.9213611573227024,5.5,0.0,3.0,3%,0.0,1.0,,,,,,,,,0,0,0,0.0,10,3
Xherdan Shaqiri,23.0,Switzerland,28.0,115.0,49,37,0.5692156312330446,0.19,1.0,3.0,18.0,0.0,3.0,0.661973109912994,64.0,34%,4.0,10.0,,,70.0,54%,,50.0,43.0,15.0,8.0,,446.0,330.0,467.0,121.0,16.0,48.0,,0.0,18.0,0.0985102415498981,26.43,32.0,555.0,26%,55.0,175.0,,,,,,,,,12,0,79,30.0,10,3
Thiago,6.0,Spain,29.0,1.0,1,0,1.148846721304978e-16,1.0,0.0,0.0,0.0,0.0,0.0,-1.1627936585905276,0.0,1%,0.0,0.0,,,1.0,1%,,0.0,1.0,0.0,0.0,,3.0,2.0,7.0,0.0,1.0,1.0,,0.0,9.090361445783133,-0.9010786634770425,82.0,0.0,1.0,1%,0.0,10.0,,,,,,,,,0,0,3,0.0,10,3
Roberto Firmino,9.0,Brazil,28.0,177.0,115,23,2.83281686009707,0.32,13.0,29.0,14.0,2.0,0.0,2.987079153651352,182.0,43%,10.0,51.0,,,259.0,,,121.0,73.0,61.0,47.0,,,,,,,,,,36.0,1.1744965400621579,35.15,50.0,159.0,,,,,,,,,,,,8,0,206,60.0,10,1
Sadio Mané,10.0,Senegal,28.0,196.0,121,35,4.708372164012976,0.44,11.0,52.0,23.0,0.0,0.0,3.1931012081598142,190.0,43%,13.0,65.0,,,226.0,,,92.0,97.0,53.0,26.0,,,,,,,,,,29.0,1.1454249655500452,31.31,43.0,278.0,,,,,,,,,,,,21,3,215,117.0,10,1
Mohamed Salah,11.0,Egypt,28.0,123.0,90,12,4.190977597415485,0.63,4.0,11.0,63.0,9.0,0.0,3.232343504256664,201.0,45%,11.0,58.0,,,58.0,,,114.0,25.0,11.0,6.0,,,,,,,,,,29.0,0.20600745893189576,27.29,41.0,200.0,,,,,,,,,,,,4,0,63,65.0,10,1
Takumi Minamino,18.0,Japan,25.0,11.0,7,3,1.148846721304978e-16,11.0,0.0,0.0,0.0,0.0,0.0,-1.0941196404210403,2.0,25%,0.0,1.0,,,3.0,,,3.0,0.0,3.0,0.0,,,,,,,,,,9.090361445783133,-0.8926276243746842,9.73,0.0,2.0,,,,,,,,,,,,0,0,7,0.0,10,1
Rhian Brewster,24.0,England,20.0,81.7006237006237,0,0,1.148846721304978e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3941664213081824e-16,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,9.090361445783133,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,10,1
Divock Origi,27.0,Belgium,25.0,91.0,57,14,0.3751926687589853,0.21,6.0,11.0,2.0,0.0,0.0,-0.29946314445982924,39.0,44%,4.0,8.0,,,34.0,,,22.0,7.0,9.0,3.0,,,,,,,,,,6.0,-0.6377442850475576,9.46,3.0,68.0,,,,,,,,,,,,1,0,47,26.0,10,1
Ben Woodburn,58.0,Wales,20.0,6.0,5,1,1.148846721304978e-16,6.0,0.0,0.0,0.0,0.0,0.0,-1.1529830845663152,0.0,2%,0.0,0.0,,,4.0,75%,,2.0,0.0,0.0,0.0,,6.0,7.0,12.0,1.0,1.0,3.0,,0.0,9.090361445783133,-0.9152764091690044,6.67,0.0,5.0,20%,0.0,0.0,,,,,,,,,0,0,2,0.0,10,1
Diogo Jota,20.0,Portugal,23.0,67.0,27,19,0.18116970628492604,0.24,0.0,8.0,8.0,0.0,0.0,0.07333866846024503,50.0,39%,4.0,20.0,,,56.0,,,35.0,22.0,20.0,14.0,,,,,,,,,,6.0,-0.3930021926432611,23.66,13.0,74.0,,,,,,,,,,,,15,0,84,9.0,10,1
Ederson,31.0,Brazil,27.0,110.0,87,14,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,52.0,78.0,,,,,,,,,,,,,,,0.0,5.0,1.0,0.011295518013560367,25.28,,,,,405.0,184.0,2.0,28.0,45.0,13.0,76.0,538.0,496.0,6,1,4,,11,2
Scott Carson,33.0,England,35.0,145.0,44,66,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,30.0,222.0,,,,,,,,,,,,,,,1.0,10.0,2.0,-0.008648934268005238,18.77,,,,,832.0,433.0,3.0,66.0,161.0,164.0,23.0,489.0,1385.0,6,1,4,,11,2
Zack Steffen,,United States,25.0,81.7006237006237,0,0,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,11,2
Nathan Aké,6.0,Netherlands,25.0,147.0,52,67,-0.07752757701381967,,6.0,1.0,5.0,,,1.3941664213081824e-16,,,4.0,,30.0,221.0,255.0,63%,3.0,20.0,206.0,757.0,413.0,5.0,634.0,661.0,443.0,29.0,314.0,273.0,0.0,0.0,6.0,0.9757281003746904,38.33,9.0,61.0,20%,3.0,260.0,,,,,,,,,15,1,97,7.0,11,0
Kyle Walker,2.0,England,30.0,293.0,183,50,-0.4008991811372518,,0.0,6.0,1.0,,,1.3941664213081824e-16,,,3.0,,99.0,270.0,600.0,76%,4.0,55.0,498.0,820.0,355.0,4.0,1592.0,1510.0,1104.0,239.0,446.0,292.0,2.0,6.0,29.0,4.376426235163674,53.56,25.0,748.0,17%,29.0,900.0,,,,,,,,,45,1,239,22.0,11,0
John Stones,5.0,England,26.0,163.0,90,39,-0.7889451060853704,,1.0,0.0,0.0,,,1.3941664213081824e-16,,,1.0,,43.0,161.0,180.0,74%,4.0,7.0,191.0,601.0,338.0,4.0,717.0,664.0,316.0,96.0,330.0,172.0,0.0,7.0,9.090361445783133,2.0966739269114965,54.91,5.0,18.0,28%,2.0,587.0,,,,,,,,,7,0,45,3.0,11,0
Oleksandr Zinchenko,11.0,Ukraine,23.0,41.0,34,6,1.148846721304978e-16,41.0,0.0,0.0,0.0,0.0,0.0,-0.8979081599367906,6.0,21%,0.0,0.0,,,88.0,63%,,11.0,43.0,42.0,27.0,,188.0,173.0,161.0,11.0,66.0,58.0,,2.0,3.0,0.10763736378044507,74.78,5.0,101.0,20%,3.0,86.0,,,,,,,,,2,1,35,4.0,11,0
Aymeric Laporte,14.0,France,26.0,59.0,50,6,-0.5949221436113111,,4.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,25.0,31.0,63.0,52%,0.0,7.0,70.0,147.0,88.0,0.0,342.0,226.0,144.0,8.0,127.0,79.0,0.0,0.0,3.0,0.7468739614828275,84.02,1.0,8.0,13%,1.0,274.0,,,,,,,,,5,0,40,2.0,11,0
Benjamin Mendy,22.0,France,26.0,37.0,29,3,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,1.0,,11.0,21.0,40.0,75%,0.0,11.0,35.0,43.0,27.0,0.0,175.0,104.0,164.0,32.0,28.0,47.0,0.0,2.0,8.0,-0.2530529851082075,54.03,7.0,176.0,23%,2.0,53.0,,,,,,,,,7,0,32,1.0,11,0
João Cancelo,27.0,Portugal,26.0,17.0,12,4,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,5.0,11.0,40.0,60%,0.0,3.0,21.0,16.0,12.0,0.0,99.0,104.0,79.0,37.0,19.0,22.0,0.0,0.0,9.090361445783133,-0.5873760919975022,59.41,6.0,47.0,15%,0.0,38.0,,,,,,,,,4,0,17,0.0,11,0
Nicolás Otamendi,30.0,Argentina,32.0,136.0,94,22,-0.3362248603125654,,5.0,3.0,0.0,,,1.3941664213081824e-16,,,2.0,,49.0,116.0,269.0,68%,1.0,21.0,286.0,649.0,388.0,5.0,707.0,766.0,476.0,32.0,388.0,246.0,1.0,5.0,1.0,2.2372992175747384,68.87,3.0,7.0,14%,8.0,432.0,,,,,,,,,31,0,118,1.0,11,0
Eric García,50.0,Spain,19.0,13.0,11,2,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,3.0,7.0,6.0,17%,0.0,0.0,18.0,31.0,14.0,0.0,38.0,25.0,34.0,6.0,11.0,20.0,0.0,0.0,9.090361445783133,-0.6827038130721038,56.0,0.0,1.0,100%,0.0,26.0,,,,,,,,,1,0,9,0.0,11,0
Patrick Roberts,,England,23.0,6.0,0,6,1.148846721304978e-16,6.0,0.0,0.0,0.0,0.0,0.0,1.3941664213081824e-16,0.0,0%,0.0,0.0,,,1.0,100%,,0.0,0.0,0.0,0.0,,2.0,10.0,3.0,6.0,0.0,0.0,,0.0,9.090361445783133,-0.9186568248099478,5.0,0.0,0.0,0%,0.0,2.0,,,,,,,,,1,0,2,0.0,11,3
Ilkay Gündogan,8.0,Germany,29.0,102.0,75,17,0.11649538546023962,0.15,2.0,10.0,3.0,2.0,1.0,0.07333866846024503,34.0,27%,3.0,7.0,,,83.0,60%,,47.0,84.0,45.0,19.0,,462.0,262.0,273.0,74.0,43.0,56.0,,0.0,6.0,1.0500972444754435,57.39,12.0,143.0,29%,36.0,224.0,,,,,,,,,13,0,45,2.0,11,3
Rodrigo,16.0,Spain,24.0,36.0,25,8,-0.6595964644359975,0.08,1.0,2.0,0.0,0.0,0.0,-0.9273398820094281,9.0,36%,0.0,0.0,,,53.0,58%,,4.0,27.0,32.0,19.0,,235.0,177.0,147.0,33.0,59.0,31.0,,0.0,2.0,-0.02521297090862752,74.25,3.0,8.0,25%,2.0,174.0,,,,,,,,,9,0,45,0.0,11,3
Kevin De Bruyne,17.0,Belgium,29.0,156.0,109,22,1.539330443603341,0.24,0.0,28.0,9.0,3.0,3.0,2.4278764342712407,133.0,36%,20.0,13.0,,,214.0,68%,,97.0,88.0,59.0,30.0,,758.0,633.0,768.0,221.0,64.0,103.0,,1.0,67.0,1.9131173576082738,53.89,97.0,1109.0,26%,131.0,436.0,,,,,,,,,14,0,122,16.0,11,3
Bernardo Silva,20.0,Portugal,26.0,105.0,81,15,0.3751926687589853,0.18,2.0,1.0,16.0,0.0,0.0,0.1910655567507948,51.0,37%,3.0,17.0,,,115.0,65%,,50.0,59.0,46.0,14.0,,366.0,334.0,378.0,118.0,30.0,65.0,,0.0,18.0,0.4284388081059664,38.24,21.0,192.0,20%,13.0,132.0,,,,,,,,,8,0,63,4.0,11,3
Fernandinho,25.0,Brazil,35.0,225.0,156,36,0.3105183479342989,0.08,2.0,14.0,2.0,0.0,0.0,0.9562903306393684,63.0,29%,3.0,11.0,,,549.0,70%,,50.0,353.0,415.0,267.0,,1300.0,1338.0,1193.0,184.0,427.0,339.0,,0.0,16.0,4.076245326247906,65.8,24.0,69.0,22%,75.0,650.0,,,,,,,,,46,4,324,4.0,11,3
Phil Foden,47.0,England,20.0,42.0,38,3,-0.4008991811372518,0.17,1.0,1.0,5.0,0.0,0.0,-0.682075531404116,22.0,44%,1.0,3.0,,,25.0,76%,,11.0,10.0,4.0,1.0,,52.0,99.0,96.0,40.0,13.0,29.0,,0.0,3.0,-0.6519420307395196,19.5,3.0,38.0,24%,7.0,21.0,,,,,,,,,0,0,17,1.0,11,3
Tommy Doyle,69.0,England,18.0,1.0,1,0,1.148846721304978e-16,1.0,0.0,0.0,0.0,0.0,0.0,-1.1627936585905276,1.0,100%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,9.090361445783133,-0.9220372404508911,20.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,11,3
Adrián Bernabé,82.0,Spain,19.0,81.7006237006237,0,0,1.148846721304978e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3941664213081824e-16,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,11,3
Ferran Torres,21.0,Spain,20.0,1.0,1,0,1.148846721304978e-16,1.0,0.0,0.0,0.0,0.0,0.0,1.3941664213081824e-16,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,9.090361445783133,-0.9284600301686834,1.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,11,1
Raheem Sterling,7.0,England,25.0,260.0,161,55,4.708372164012976,0.33,6.0,55.0,25.0,1.0,0.0,4.174158610581062,222.0,41%,20.0,72.0,,,256.0,,,155.0,125.0,52.0,20.0,,,,,,,,,,45.0,1.882693616839784,31.99,61.0,514.0,,,,,,,,,,,,28,1,297,95.0,11,1
Gabriel Jesus,9.0,Brazil,23.0,103.0,80,12,1.8627020477267733,0.41,8.0,22.0,12.0,2.0,0.0,1.0543960708814932,122.0,54%,7.0,58.0,,,56.0,,,38.0,25.0,17.0,13.0,,,,,,,,,,17.0,-0.3101820094401497,17.77,16.0,14.0,,,,,,,,,,,,13,0,79,59.0,11,1
Sergio Agüero,10.0,Argentina,32.0,263.0,177,44,10.7877583215335,0.68,18.0,127.0,34.0,26.0,0.0,8.598727495500892,411.0,41%,34.0,126.0,,,150.0,,,230.0,73.0,14.0,3.0,,,,,,,,,,46.0,1.1447488824218566,23.32,59.0,176.0,,,,,,,,,,,,23,1,167,194.0,11,1
Riyad Mahrez,26.0,Algeria,29.0,199.0,98,58,2.83281686009707,0.29,3.0,9.0,44.0,8.0,3.0,3.006700301699777,185.0,43%,10.0,28.0,,,211.0,,,125.0,141.0,50.0,22.0,,,,,,,,,,40.0,1.1058741025510084,30.25,80.0,741.0,,,,,,,,,,,,7,0,117,45.0,11,1
