Name,Jersey Number,Club,Position,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides
,19.534635879218474,,,,19.0,0,0,0,0,2.6484142394822,0.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,0,0.0
,2.0,,,,30.0,201,66,95,4,2.6484142394822,2.0,1.0,1.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,2.0,9.029126213592233,45.0,274.0,483.0,,1.0,25.0,368.0,796.0,450.0,4.0,1013.0,1218.0,812.0,102.0,406.0,246.0,1.0,2.0,5,6449,32.08,9.0,407.0,,3.0,356.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,28,0,202,4.0
,3.0,,,,30.0,191,57,92,20,2.6484142394822,0.0,4.0,16.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,5.0,9.029126213592233,40.0,277.0,350.0,,3.0,51.0,326.0,439.0,170.0,5.0,1126.0,680.0,566.0,184.0,69.0,88.0,2.0,2.0,14,6833,35.77,25.0,388.0,,14.0,290.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,19,0,94,27.0
,5.0,,,,31.0,263,84,116,12,2.6484142394822,7.0,3.0,2.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,6.0,9.029126213592233,58.0,338.0,447.0,,17.0,26.0,443.0,2029.0,929.0,4.0,989.0,1442.0,817.0,25.0,823.0,473.0,0.0,7.0,7,8210,31.22,8.0,51.0,,4.0,752.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,46,2,167,7.0
,6.0,,,,33.0,227,74,95,15,2.6484142394822,9.0,4.0,2.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,6.0,9.029126213592233,48.0,307.0,291.0,,5.0,29.0,343.0,1536.0,661.0,6.0,785.0,1016.0,698.0,46.0,612.0,441.0,5.0,5.0,11,6399,28.19,11.0,24.0,,4.0,665.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,34,0,145,10.0
,12.0,,,,30.0,125,52,43,3,2.6484142394822,1.0,1.0,1.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,3.0,9.029126213592233,32.0,162.0,144.0,,5.0,4.0,200.0,697.0,440.0,3.0,847.0,534.0,348.0,49.0,298.0,223.0,0.0,3.0,2,5917,47.34,2.0,6.0,,2.0,280.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,6,1,39,1.0
,24.0,,,,34.0,374,166,126,27,2.6484142394822,9.0,13.0,4.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,5.0,9.029126213592233,99.0,452.0,471.0,,18.0,63.0,452.0,2849.0,1155.0,10.0,1441.0,1946.0,1036.0,70.0,1157.0,562.0,2.0,8.0,10,12718,34.01,8.0,23.0,,6.0,847.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,38,3,266,3.0
,34.0,,,,30.0,153,55,62,0,2.6484142394822,0.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,2.0,9.029126213592233,29.0,180.0,335.0,,1.0,8.0,153.0,641.0,312.0,1.0,509.0,646.0,518.0,32.0,240.0,192.0,2.0,6.0,5,3820,24.97,2.0,210.0,,2.0,202.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,14,0,117,1.0
,27.0,,,,21.0,6,2,3,0,2.6484142394822,0.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,1.0,5.0,15.0,,0.0,0.0,3.0,5.0,0.0,0.0,17.0,19.0,26.0,1.0,0.0,9.0,0.0,0.0,0,132,22.0,0.0,5.0,,0.0,6.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,1,0,2,0.0
,33.0,,,,26.0,0,0,0,0,2.6484142394822,0.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,0,0.0
,35.0,,,,22.0,0,0,0,0,2.6484142394822,0.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,0,0.0
,45.0,,,,25.0,0,0,0,0,2.6484142394822,0.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,0,0.0
,4.0,,,,29.0,121,41,53,27,0.22,0.0,27.0,0.0,21.0,3.0,144.0,55.0,38.0,5.0,4.0,16.68702290076336,75.69465648854961,264.0,,1.2590673575129534,41.0,227.0,202.0,91.0,1.0362694300518134,736.0,597.0,597.0,56.0,167.0,137.0,0.4083969465648855,4.0,4,5573,46.06,8.0,376.0,,9.0,394.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,34,0,207,2.0
,7.0,,,,25.0,46,11,24,1,0.02,0.0,0.0,1.0,0.0,0.0,47.0,10.0,21.0,1.0,0.0,16.68702290076336,75.69465648854961,52.0,,1.2590673575129534,14.0,22.0,20.0,4.0,1.0362694300518134,116.0,111.0,110.0,19.0,6.0,25.0,0.4083969465648855,0.0,2,864,18.78,0.0,33.0,,0.0,19.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,4,0,16,3.0
,8.0,,,,30.0,197,64,76,13,0.07,5.0,7.0,0.0,0.0,0.0,167.0,54.0,32.0,8.0,12.0,16.68702290076336,75.69465648854961,446.0,,1.2590673575129534,33.0,310.0,412.0,260.0,1.0362694300518134,1035.0,1311.0,1091.0,125.0,547.0,431.0,0.4083969465648855,1.0,10,5799,29.44,3.0,104.0,,8.0,176.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,25,1,242,16.0
,10.0,,,,29.0,211,78,91,22,0.1,0.0,5.0,17.0,1.0,1.0,335.0,103.0,31.0,6.0,12.0,16.68702290076336,75.69465648854961,353.0,,1.2590673575129534,112.0,177.0,82.0,21.0,1.0362694300518134,913.0,1025.0,1045.0,414.0,19.0,76.0,0.4083969465648855,2.0,22,4717,22.36,40.0,923.0,,12.0,111.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,14,0,78,22.0
,15.0,,,,27.0,148,56,61,11,2.6484142394822,1.0,3.0,7.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,17.0,153.0,278.0,,0.0,43.0,177.0,217.0,117.0,0.0,585.0,773.0,757.0,173.0,211.0,261.0,1.0,1.0,8,3156,21.32,10.0,199.0,,4.0,163.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,15,0,109,3.0
,18.0,,,,32.0,282,93,126,23,0.08,6.0,10.0,7.0,0.0,0.0,214.0,64.0,30.0,3.0,12.0,16.68702290076336,75.69465648854961,613.0,,1.2590673575129534,68.0,398.0,312.0,108.0,1.0362694300518134,1448.0,1304.0,1452.0,155.0,314.0,385.0,0.4083969465648855,0.0,18,10076,35.73,21.0,137.0,,32.0,570.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,45,0,370,13.0
,22.0,,,,29.0,258,87,102,13,0.05,0.0,10.0,3.0,0.0,0.0,178.0,47.0,26.0,4.0,8.0,16.68702290076336,75.69465648854961,674.0,,1.2590673575129534,65.0,421.0,366.0,124.0,1.0362694300518134,1284.0,1190.0,1014.0,123.0,148.0,167.0,0.4083969465648855,3.0,12,10840,42.02,8.0,188.0,,23.0,835.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,48,1,309,2.0
,44.0,,,,24.0,29,8,13,0,29.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,16.68702290076336,75.69465648854961,25.0,,1.2590673575129534,2.0,29.0,31.0,14.0,1.0362694300518134,70.0,45.0,33.0,11.0,7.0,8.0,0.4083969465648855,0.0,0,484,16.69,0.0,8.0,,1.0,29.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,6,0.0
,25.0,,,,22.0,2,2,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68702290076336,75.69465648854961,2.0,,1.2590673575129534,0.0,0.0,0.0,0.0,1.0362694300518134,5.0,4.0,8.0,2.0,0.0,1.0,0.4083969465648855,0.0,0,14,7.0,0.0,3.0,,0.0,0.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,0,0.0
,37.0,,,,20.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68702290076336,75.69465648854961,0.0,,1.2590673575129534,0.0,0.0,0.0,0.0,1.0362694300518134,0.0,0.0,0.0,0.0,0.0,0.0,0.4083969465648855,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,0,0.0
,9.0,,,,29.0,139,37,71,25,0.18,4.0,17.0,4.0,2.0,0.0,226.0,78.0,35.0,8.0,13.0,16.68702290076336,75.69465648854961,226.0,,1.2590673575129534,73.0,76.0,55.0,34.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,9,2968,21.35,12.0,147.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,18,2,222,44.0
,11.0,,,,27.0,217,70,94,39,0.18,1.0,31.0,7.0,1.0,0.0,336.0,119.0,35.0,7.0,32.0,16.68702290076336,75.69465648854961,294.0,,1.2590673575129534,106.0,123.0,32.0,8.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,24,4555,20.99,36.0,537.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,33,1,287,79.0
,17.0,,,,29.0,225,73,107,72,0.32,26.0,37.0,9.0,10.0,1.0,544.0,208.0,38.0,14.0,82.0,16.68702290076336,75.69465648854961,80.0,,1.2590673575129534,117.0,26.0,214.0,148.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,20,5666,25.18,31.0,36.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,35,3,357,203.0
,21.0,,,,27.0,120,29,59,19,0.16,4.0,10.0,5.0,1.0,0.0,189.0,59.0,31.0,6.0,12.0,16.68702290076336,75.69465648854961,93.0,,1.2590673575129534,56.0,53.0,109.0,63.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,7,2003,16.69,5.0,112.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,11,0,147,26.0
,40.0,,,,18.0,2,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68702290076336,75.69465648854961,0.0,,1.2590673575129534,0.0,0.0,1.0,1.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,0,7,3.5,0.0,2.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,0,0.0
,23.0,,,,26.0,60,37,15,13,0.22,1.0,8.0,4.0,0.0,0.0,73.0,25.0,34.0,1.0,9.0,16.68702290076336,75.69465648854961,13.0,,1.2590673575129534,22.0,7.0,6.0,5.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,3,421,7.02,0.0,3.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,24,29.0
,1.0,,,,26.0,147,48,65,0,2.6484142394822,1.4143426294820718,4.468127490039841,2.3884462151394423,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,2.0617529880478087,9.029126213592233,38.0,218.0,101.07768924302789,,1.2590673575129534,20.551792828685258,72.7609561752988,141.62749003984064,69.91235059760956,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.0,13.0,0,4553,30.97,8.171314741035857,121.9203187250996,,8.576923076923077,1273.0,462.0,4.0,71.0,98.0,38.0,65.0,609.0,1232.0,3,0,3,11.063745019920319
,31.0,,,,20.0,0,0,0,0,2.6484142394822,1.4143426294820718,4.468127490039841,2.3884462151394423,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,2.0617529880478087,9.029126213592233,0.0,0.0,101.07768924302789,,1.2590673575129534,20.551792828685258,72.7609561752988,141.62749003984064,69.91235059760956,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.0,0.0,0,0,0.0,8.171314741035857,121.9203187250996,,8.576923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11.063745019920319
,49.0,,,,31.0,69,12,41,0,2.6484142394822,1.4143426294820718,4.468127490039841,2.3884462151394423,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,2.0617529880478087,9.029126213592233,14.0,112.0,101.07768924302789,,1.2590673575129534,20.551792828685258,72.7609561752988,141.62749003984064,69.91235059760956,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,1.0,5.0,2,2290,33.19,8.171314741035857,121.9203187250996,,8.576923076923077,746.0,191.0,3.0,43.0,49.0,9.0,34.0,200.0,527.0,2,0,0,11.063745019920319
,4.0,,,,23.0,65,28,16,0,2.6484142394822,0.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,1.0,9.029126213592233,14.0,75.0,113.0,,0.0,3.0,81.0,274.0,140.0,1.0,285.0,319.0,227.0,27.0,124.0,120.0,0.0,1.0,4,2429,37.37,7.0,62.0,,2.0,218.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,11,0,43,3.0
,5.0,,,,27.0,153,53,64,6,2.6484142394822,3.0,2.0,1.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,3.0,9.029126213592233,40.0,205.0,157.0,,2.0,17.0,249.0,978.0,652.0,2.0,656.0,899.0,574.0,22.0,685.0,417.0,1.0,1.0,5,6162,40.27,7.0,11.0,,3.0,479.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,13,0,82,5.0
,12.0,,,,27.0,72,28,27,4,2.6484142394822,0.0,0.0,4.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,5.0,9.029126213592233,20.0,89.0,150.0,,1.0,29.0,104.0,195.0,100.0,0.0,369.0,452.0,314.0,37.0,209.0,102.0,2.0,0.0,12,2961,41.12,21.0,570.0,,2.0,130.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,11,1,83,5.0
,13.0,,,,26.0,44,17,16,3,2.6484142394822,2.0,1.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,8.0,52.0,54.0,,0.0,7.0,41.0,156.0,93.0,0.0,181.0,229.0,142.0,6.0,153.0,99.0,1.0,1.0,1,2052,46.64,2.0,4.0,,1.0,149.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,6,0,33,3.0
,23.0,,,,31.0,276,114,79,20,2.6484142394822,7.0,8.0,6.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,6.0,9.029126213592233,78.0,277.0,480.0,,8.0,48.0,296.0,542.0,284.0,1.0,1272.0,1308.0,1157.0,364.0,195.0,221.0,4.0,3.0,21,8930,32.36,36.0,742.0,,12.0,342.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,29,2,194,29.0
,32.0,,,,18.0,4,1,2,0,2.6484142394822,0.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,1.0,6.0,8.0,,0.0,0.0,2.0,11.0,7.0,0.0,18.0,20.0,21.0,1.0,9.0,15.0,0.0,0.0,0,223,55.75,0.0,0.0,,0.0,13.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,4,0.0
,2.0,,,,23.0,31,11,15,0,2.6484142394822,0.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,1.0,9.029126213592233,6.0,46.0,64.0,,0.0,2.0,46.0,107.0,56.0,0.0,138.0,142.0,122.0,11.0,62.0,43.0,0.0,0.0,2,1045,33.71,3.0,67.0,,0.0,68.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,3,0,28,0.0
,18.0,,,,19.0,0,0,0,0,2.6484142394822,0.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,0,0.0
,8.0,,,,30.0,185,76,73,7,0.04,0.0,1.0,6.0,0.0,0.0,144.0,36.0,25.0,5.0,3.0,16.68702290076336,75.69465648854961,395.0,,1.2590673575129534,36.0,283.0,213.0,55.0,1.0362694300518134,1011.0,987.0,706.0,259.0,130.0,165.0,0.4083969465648855,5.0,8,8857,47.88,7.0,195.0,,13.0,508.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,29,3,140,1.0
,10.0,,,,31.0,284,114,110,61,0.21,3.0,45.0,13.0,9.0,7.0,603.0,221.0,37.0,20.0,31.0,16.68702290076336,75.69465648854961,348.0,,1.2590673575129534,203.0,283.0,163.0,44.0,1.0362694300518134,1015.0,863.0,1223.0,197.0,88.0,246.0,0.4083969465648855,1.0,45,7752,27.3,68.0,1363.0,,95.0,204.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,20,0,193,16.0
,21.0,,,,27.0,48,18,19,1,0.02,0.0,1.0,0.0,0.0,0.0,27.0,5.0,19.0,0.0,1.0,16.68702290076336,75.69465648854961,64.0,,1.2590673575129534,6.0,27.0,25.0,16.0,1.0362694300518134,308.0,229.0,338.0,66.0,56.0,45.0,0.4083969465648855,0.0,2,2169,45.19,2.0,28.0,,4.0,187.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,13,0,89,0.0
,25.0,,,,24.0,2,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68702290076336,75.69465648854961,4.0,,1.2590673575129534,0.0,1.0,4.0,3.0,1.0362694300518134,8.0,11.0,10.0,2.0,3.0,2.0,0.4083969465648855,0.0,0,70,35.0,0.0,0.0,,0.0,2.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,2,0.0
,26.0,,,,22.0,106,46,34,5,0.05,1.0,2.0,2.0,0.0,0.0,60.0,15.0,25.0,2.0,4.0,16.68702290076336,75.69465648854961,132.0,,1.2590673575129534,25.0,100.0,63.0,33.0,1.0362694300518134,415.0,417.0,486.0,76.0,72.0,118.0,0.4083969465648855,0.0,4,2909,27.44,5.0,43.0,,9.0,135.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,22,0,116,9.0
,34.0,,,,22.0,8,2,2,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68702290076336,75.69465648854961,6.0,,1.2590673575129534,0.0,2.0,1.0,0.0,1.0362694300518134,9.0,9.0,14.0,1.0,1.0,2.0,0.4083969465648855,0.0,0,82,10.25,0.0,0.0,,0.0,3.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,1,0,4,0.0
,6.0,,,,29.0,2,2,0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,16.68702290076336,75.69465648854961,9.0,,1.2590673575129534,0.0,3.0,3.0,1.0,1.0362694300518134,18.0,16.0,13.0,2.0,1.0,2.0,0.4083969465648855,0.0,0,140,70.0,0.0,2.0,,0.0,7.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,4,0.0
,19.0,,,,29.0,2,2,0,1,0.5,0.0,0.0,1.0,0.0,0.0,4.0,1.0,25.0,0.0,0.0,16.68702290076336,75.69465648854961,3.0,,1.2590673575129534,1.0,3.0,0.0,0.0,1.0362694300518134,9.0,12.0,10.0,3.0,1.0,3.0,0.4083969465648855,0.0,1,109,54.5,2.0,7.0,,3.0,18.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,1,0.0
,16.0,,,,27.0,131,40,65,17,0.13,2.0,12.0,2.0,0.0,0.0,182.0,54.0,30.0,2.0,11.0,16.68702290076336,75.69465648854961,235.0,,1.2590673575129534,56.0,143.0,163.0,66.0,1.0362694300518134,1019.0,576.0,658.0,129.0,154.0,168.0,0.4083969465648855,1.0,11,6811,51.99,15.0,71.0,,7.0,213.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,31,0,145,10.0
,30.0,,,,28.0,46,14,17,0,46.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,27.0,1.0,0.0,16.68702290076336,75.69465648854961,93.0,,1.2590673575129534,7.0,34.0,56.0,26.0,1.0362694300518134,154.0,186.0,165.0,53.0,21.0,16.0,0.4083969465648855,1.0,0,1339,29.11,2.0,18.0,,3.0,116.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,11,0,42,0.0
,28.0,,,,25.0,8,2,4,0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,11.0,0.0,0.0,16.68702290076336,75.69465648854961,2.0,,1.2590673575129534,3.0,1.0,0.0,0.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,0,82,10.25,0.0,6.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,1,1.0
,29.0,,,,31.0,119,38,51,11,0.09,1.0,8.0,2.0,0.0,0.0,219.0,72.0,33.0,8.0,8.0,16.68702290076336,75.69465648854961,151.0,,1.2590673575129534,55.0,48.0,107.0,58.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,17,2124,17.85,25.0,595.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,9,1,140,46.0
